arrival_airport,date,arrival_time,flight,airline,duration,distance,aircraft,seats,codeshare,meals
DSY,2026-02-17,15:25,K6150,Air Cambodia,0h 50m,"119 miles, 191 km",ATR 72,70,,Meal (none specific)
