arrival_airport,date,arrival_time,flight,airline,duration,distance,aircraft,seats,codeshare,meals
KTI,2026-02-13,00:20,PR2621,PAL,3h 5m,"1111 miles, 1788 km",Airbus A321,174,,Meal (none specific)
KTI,2026-02-13,00:25,KR502,Cambodia Airways,2h 45m,"945 miles, 1521 km",Airbus A319,150,,Meal (none specific)
KTI,2026-02-13,00:35,9C7321,Spring Airlines,4h 35m,"1750 miles, 2816 km",Airbus A320,180,,Meal (none specific)
KTI,2026-02-13,05:40,KR938,Cambodia Airways,2h 50m,"1003 miles, 1614 km",Airbus A319,150,,Meal (none specific)
KTI,2026-02-13,06:25,K6927,Air Cambodia,2h 40m,"980 miles, 1577 km",Airbus A320,181,,Meal (none specific)
KTI,2026-02-13,06:30,EY434,Etihad,6h 45m,"3426 miles, 5512 km",Airbus A321neo,172,ET 4333,Meal (none specific)
KTI,2026-02-13,06:50,K6611,Air Cambodia,2h 50m,"1003 miles, 1614 km",Airbus A320,181,,Meal (none specific)
KTI,2026-02-13,08:00,9C7007,Spring Airlines,3h 5m,"1003 miles, 1614 km",Airbus A320,180,,Meal (none specific)
KTI,2026-02-13,08:25,FD608,Thai AirAsia,1h 15m,"341 miles, 549 km",Airbus A320,180,,Meal (none specific)
KTI,2026-02-13,08:35,SQ154,Singapore Airlines,1h 55m,"697 miles, 1121 km",Boeing 737MAX 8 Passenger,154,AI 8242 /LH 9758 /LX 9084 /NH 6288 /NZ 3478 /VA 5474,Meal (none specific)
KTI,2026-02-13,08:45,TG586,Thai Airways,1h 20m,"325 miles, 523 km",Airbus A320,156,TK 8012,Meal (none specific)
KTI,2026-02-13,09:30,K6813,Air Cambodia,1h 0m,"124 miles, 200 km",Airbus A321,184,VN 3853,Meal (none specific)
KTI,2026-02-13,09:45,VZ720,Vietjet Thailand,1h 15m,"325 miles, 523 km",Airbus A320,180,,Meal (none specific)
KTI,2026-02-13,09:50,MH754,Malaysia Airlines,1h 50m,"638 miles, 1027 km",Boeing 737-800 (winglets) Passenger/BBJ2,166,BA 8179 /FY 7458 /KL 3853 /QR 5394,Meal (none specific)
KTI,2026-02-13,10:10,K6102,Air Cambodia,0h 50m,"147 miles, 237 km",ATR 72,70,,Meal (none specific)
KTI,2026-02-13,10:25,CX607,Cathay Pacific,2h 45m,"966 miles, 1554 km",Airbus A330-300,286,AY 5131,Meal (none specific)
KTI,2026-02-13,10:35,CI861,China Airlines,3h 45m,"1434 miles, 2307 km",Boeing 737-800 Passenger,172,,Meal (none specific)
KTI,2026-02-13,10:45,ZH155,Shenzhen Airlines,2h 55m,"980 miles, 1577 km",Boeing 737-800 Passenger,164,CA 7985,Meal (none specific)
KTI,2026-02-13,10:50,CZ8313,China Southern,2h 45m,"1003 miles, 1614 km",Airbus A321neo,198,,Meal (none specific)
