arrival_airport,date,arrival_time,flight,airline,duration,distance,aircraft,seats,codeshare,meals
JHB,2026-02-14,19:35,AK6423,AirAsia,1h 10m,"346 miles, 557 km",Airbus A320,180,,Meal (none specific)
JHB,2026-02-14,19:50,AK6032,AirAsia,0h 55m,"156 miles, 251 km",Airbus A320,180,,Meal (none specific)
JHB,2026-02-14,19:50,AK5013,AirAsia,1h 55m,"739 miles, 1189 km",Airbus A320,180,,Meal (none specific)
JHB,2026-02-14,20:00,OD1205,Batik Air,1h 0m,"179 miles, 288 km",Boeing 737-800 Passenger,167,,Meal (none specific)
JHB,2026-02-14,20:35,AK5309,AirAsia,2h 15m,"908 miles, 1461 km",Airbus A320 (sharklets),180,,Meal (none specific)
JHB,2026-02-14,20:40,AK5411,AirAsia,1h 20m,"463 miles, 745 km",Airbus A320,180,,Meal (none specific)
JHB,2026-02-14,20:50,AK5033,AirAsia,1h 30m,"579 miles, 932 km",Airbus A320,180,,Meal (none specific)
JHB,2026-02-14,21:05,AK6038,AirAsia,0h 55m,"156 miles, 251 km",Airbus A320,180,,Meal (none specific)
JHB,2026-02-14,21:30,OD2403,Batik Air,1h 0m,"156 miles, 251 km",Boeing 737-800 Passenger,167,EY 5627,Meal (none specific)
JHB,2026-02-14,21:50,FY1348,Firefly,1h 10m,"179 miles, 288 km",ATR 72,72,MH 5347,Meal (none specific)
JHB,2026-02-14,22:00,AK6046,AirAsia,0h 55m,"156 miles, 251 km",Airbus A320,180,,Meal (none specific)
