arrival_airport,date,arrival_time,flight,airline,duration,distance,aircraft,seats,codeshare,meals
JHB,2026-02-14,07:00,AK1395,AirAsia,3h 55m,"1644 miles, 2645 km",Airbus A320,180,,Meal (none specific)
JHB,2026-02-14,07:20,AK5413,AirAsia,1h 20m,"463 miles, 745 km",Airbus A320,180,,Meal (none specific)
JHB,2026-02-14,07:55,AK6048,AirAsia,0h 55m,"156 miles, 251 km",Airbus A320,180,,Meal (none specific)
JHB,2026-02-14,07:55,AK6413,AirAsia,1h 10m,"346 miles, 557 km",Airbus A320,180,,Meal (none specific)
JHB,2026-02-14,08:10,FY1334,Firefly,1h 5m,"179 miles, 288 km",ATR 72,72,MH 5331,Meal (none specific)
JHB,2026-02-14,09:15,AK5301,AirAsia,2h 15m,"908 miles, 1461 km",Airbus A320neo,186,,Meal (none specific)
JHB,2026-02-14,09:20,AK6051,AirAsia,0h 50m,"156 miles, 251 km",Airbus A320,180,,Meal (none specific)
JHB,2026-02-14,10:15,AK5031,AirAsia,1h 35m,"579 miles, 932 km",Airbus A320 (sharklets),180,,Meal (none specific)
JHB,2026-02-14,10:35,MH1051,Malaysia Airlines,1h 5m,"156 miles, 251 km",Boeing 737-800 (winglets) Passenger/BBJ2,166,6E 3733 /BI 3009 /FY 4005 /GA 9379 /PR 3574 /QR 5470 /TK 4891,Meal (none specific)
JHB,2026-02-14,10:35,OD2407,Batik Air,1h 0m,"156 miles, 251 km",Boeing 737-800 Passenger,167,EY 5675,Meal (none specific)
JHB,2026-02-14,10:40,AK6042,AirAsia,0h 55m,"156 miles, 251 km",Airbus A320 (sharklets),180,,Meal (none specific)
JHB,2026-02-14,10:45,QZ242,Indonesia AirAsia,1h 40m,"577 miles, 928 km",Airbus A320,180,,Meal (none specific)
JHB,2026-02-14,10:55,FD512,Thai AirAsia,2h 25m,"878 miles, 1413 km",Airbus A320,180,,Meal (none specific)
JHB,2026-02-14,11:20,AK1491,AirAsia,1h 50m,"670 miles, 1078 km",Airbus A320,180,,Meal (none specific)
JHB,2026-02-14,11:35,FY1338,Firefly,1h 10m,"179 miles, 288 km",ATR 72,72,MH 5337,Meal (none specific)
JHB,2026-02-14,12:05,AK6031,AirAsia,0h 55m,"156 miles, 251 km",Airbus A320,180,,Meal (none specific)
JHB,2026-02-14,12:55,AK6415,AirAsia,1h 10m,"346 miles, 557 km",Airbus A320,180,,Meal (none specific)
JHB,2026-02-14,12:55,AK6040,AirAsia,0h 55m,"156 miles, 251 km",Airbus A320neo,186,,Meal (none specific)
JHB,2026-02-14,13:30,AK9426,AirAsia,1h 20m,"463 miles, 745 km",Airbus A320,180,,Meal (none specific)
JHB,2026-02-14,14:15,AK6085,AirAsia,0h 55m,"270 miles, 434 km",Airbus A320,180,,Meal (none specific)
JHB,2026-02-14,14:40,AK5305,AirAsia,2h 15m,"908 miles, 1461 km",Airbus A320neo,186,,Meal (none specific)
JHB,2026-02-14,15:00,OD2405,Batik Air,1h 0m,"156 miles, 251 km",Boeing 737-800 Passenger,167,EY 5628 /EK 3447,Meal (none specific)
JHB,2026-02-14,15:05,AK6204,AirAsia,1h 5m,"328 miles, 528 km",Airbus A320,180,,Meal (none specific)
JHB,2026-02-14,15:15,FD510,Thai AirAsia,2h 20m,"878 miles, 1413 km",Airbus A320,180,,Meal (none specific)
JHB,2026-02-14,15:30,AK6034,AirAsia,0h 55m,"156 miles, 251 km",Airbus A320,180,,Meal (none specific)
JHB,2026-02-14,16:05,AK6419,AirAsia,1h 10m,"346 miles, 557 km",Airbus A320,180,,Meal (none specific)
JHB,2026-02-14,16:20,AK5307,AirAsia,2h 15m,"908 miles, 1461 km",Airbus A320,180,,Meal (none specific)
JHB,2026-02-14,17:00,AK6044,AirAsia,0h 50m,"156 miles, 251 km",Airbus A320 (sharklets),180,,Meal (none specific)
JHB,2026-02-14,17:00,OD531,Batik Air,2h 30m,"878 miles, 1413 km",Boeing 737-800 Passenger,167,,Meal (none specific)
JHB,2026-02-14,17:00,FY1342,Firefly,1h 10m,"179 miles, 288 km",ATR 72,72,MH 5343,Meal (none specific)
JHB,2026-02-14,17:05,AK5417,AirAsia,1h 20m,"463 miles, 745 km",Airbus A320,180,,Meal (none specific)
JHB,2026-02-14,17:50,AK6083,AirAsia,0h 55m,"270 miles, 434 km",Airbus A320,180,,Meal (none specific)
JHB,2026-02-14,18:05,AK5419,AirAsia,1h 20m,"463 miles, 745 km",Airbus A320,180,,Meal (none specific)
JHB,2026-02-14,18:15,FY2892,Firefly,1h 0m,"156 miles, 251 km",Boeing 737-800 Passenger,189,MH 4663,Meal (none specific)
JHB,2026-02-14,18:55,MH1057,Malaysia Airlines,1h 0m,"156 miles, 251 km",Boeing 737-800 (winglets) Passenger/BBJ2,166,6E 3731 /8M 9576 /BI 3011 /CI 9405 /FY 4007 /GA 9387 /PR 3500 /QR 4997 /SQ 5513 /TK 4798 /WY 5686,Meal (none specific)
