arrival_airport,date,arrival_time,flight,airline,duration,distance,aircraft,seats,codeshare,meals
UTH,2026-02-14,07:05,DD300,Nok Air,1h 5m,"282 miles, 454 km",Boeing 737-800 Passenger,189,,Meal (none specific)
UTH,2026-02-14,08:00,TG2,Thai Airways,1h 5m,"291 miles, 468 km",Airbus A320,156,TK 8480,Meal (none specific)
UTH,2026-02-14,08:10,FD4350,Thai AirAsia,1h 5m,"291 miles, 468 km",Airbus A320,180,,Meal (none specific)
UTH,2026-02-14,08:30,FD3362,Thai AirAsia,1h 15m,"282 miles, 454 km",Airbus A320,180,,Meal (none specific)
UTH,2026-02-14,09:00,SL600,Thai Lion Air,1h 0m,"282 miles, 454 km",Boeing 737-800 Passenger,167,,Meal (none specific)
UTH,2026-02-14,09:40,VZ200,Vietjet Thailand,1h 10m,"291 miles, 468 km",Airbus A320,180,,Meal (none specific)
UTH,2026-02-14,11:45,FD3354,Thai AirAsia,1h 10m,"282 miles, 454 km",Airbus A320,180,,Meal (none specific)
UTH,2026-02-14,12:15,SL604,Thai Lion Air,1h 0m,"282 miles, 454 km",Boeing 737-800 Passenger,167,,Meal (none specific)
UTH,2026-02-14,12:45,DD702,Nok Air,1h 5m,"270 miles, 434 km",Boeing 737-800 Passenger,189,,Meal (none specific)
UTH,2026-02-14,13:40,TG4,Thai Airways,1h 10m,"291 miles, 468 km",Airbus A320,156,GF 6374 /MH 5852 /TK 8481,Meal (none specific)
UTH,2026-02-14,14:25,VZ204,Vietjet Thailand,1h 10m,"291 miles, 468 km",Airbus A320,180,,Meal (none specific)
UTH,2026-02-14,15:45,FD3358,Thai AirAsia,1h 20m,"282 miles, 454 km",Airbus A320,180,,Meal (none specific)
UTH,2026-02-14,16:00,DD314,Nok Air,1h 5m,"282 miles, 454 km",Boeing 737-800 Passenger,189,,Meal (none specific)
UTH,2026-02-14,17:15,FD3170,Thai AirAsia,1h 55m,"711 miles, 1144 km",Airbus A320,180,,Meal (none specific)
UTH,2026-02-14,18:00,VZ202,Vietjet Thailand,1h 10m,"291 miles, 468 km",Airbus A320,180,,Meal (none specific)
UTH,2026-02-14,19:10,FD3350,Thai AirAsia,1h 10m,"282 miles, 454 km",Airbus A320,180,,Meal (none specific)
UTH,2026-02-14,19:30,FD4352,Thai AirAsia,1h 10m,"291 miles, 468 km",Airbus A320,180,,Meal (none specific)
UTH,2026-02-14,19:55,SL616,Thai Lion Air,1h 5m,"282 miles, 454 km",Boeing 737-800 Passenger,167,,Meal (none specific)
UTH,2026-02-14,20:25,TG8,Thai Airways,1h 10m,"291 miles, 468 km",Airbus A320,156,MH 5853,Meal (none specific)
UTH,2026-02-14,20:50,DD310,Nok Air,1h 10m,"282 miles, 454 km",Boeing 737-800 Passenger,189,,Meal (none specific)
UTH,2026-02-14,21:05,FD3356,Thai AirAsia,1h 10m,"282 miles, 454 km",Airbus A320,180,,Meal (none specific)
