date,day_name,airport,direction,time,flight,airline,duration,time_range,distance,aircraft,seats,codeshare,entertainment,meals,uid,airline_source,page_date_verified,scraped_at
18/2/2026,Wednesday,CAN,arrival,00:30,HU7250,Hainan Airlines,Duration: 2h 55m,21:35 - 00:30,"998 miles, 1606 km",Boeing 737-800 Passenger,179,,,Meal (none specific),260218_HU7250_21350030,text,True,2026-02-15T08:54:18.802002
18/2/2026,Wednesday,CAN,arrival,00:30,JD5162,Capital Airlines,Duration: 2h 0m,22:30 - 00:30,"728 miles, 1171 km",Airbus A321,176,,,Meal (none specific),260218_JD5162_22300030,text,True,2026-02-15T08:54:19.068672
18/2/2026,Wednesday,CAN,arrival,00:35,CZ3624,China Southern,Duration: 5h 5m,19:30 - 00:35,"1725 miles, 2776 km",Airbus A321neo,198,,,Meal (none specific),260218_CZ3624_19300035,text,True,2026-02-15T08:54:19.369250
18/2/2026,Wednesday,CAN,arrival,00:35,CZ3490,China Southern,Duration: 2h 0m,22:35 - 00:35,"667 miles, 1073 km",Airbus A320neo,166,,,Meal (none specific),260218_CZ3490_22350035,text,True,2026-02-15T08:54:19.634047
18/2/2026,Wednesday,CAN,arrival,00:35,CZ3780,China Southern,Duration: 2h 25m,22:10 - 00:35,"679 miles, 1093 km",Boeing 737-800 Passenger,172,,,Meal (none specific),260218_CZ3780_22100035,text,True,2026-02-15T08:54:19.909688
18/2/2026,Wednesday,CAN,arrival,00:35,MU2817,China Eastern,Duration: 2h 40m,21:55 - 00:35,"713 miles, 1147 km",Airbus A320,158,MF 3421,,Meal (none specific),260218_MU2817_21550035,text,True,2026-02-15T08:54:20.200877
18/2/2026,Wednesday,CAN,arrival,00:40,CZ3708,China Southern,Duration: 3h 5m,21:35 - 00:40,"964 miles, 1551 km",Airbus A320neo,166,,,Meal (none specific),260218_CZ3708_21350040,text,True,2026-02-15T08:54:20.472632
18/2/2026,Wednesday,CAN,arrival,00:40,GJ6032,Loong Air,Duration: 2h 5m,22:35 - 00:40,"536 miles, 862 km",Airbus A320,172,TV 2386 /G5 6406 /HU 2032 /EU 7586 /MF 5785 /3U 4744 /CZ 7068,,Meal (none specific),260218_GJ6032_22350040,text,True,2026-02-15T08:54:20.780868
18/2/2026,Wednesday,CAN,arrival,00:40,HU7224,Hainan Airlines,Duration: 5h 10m,19:30 - 00:40,"2048 miles, 3295 km",Boeing 737-800 Passenger,179,,,Meal (none specific),260218_HU7224_19300040,text,True,2026-02-15T08:54:21.112633
18/2/2026,Wednesday,CAN,arrival,00:40,MU6763,China Eastern,Duration: 2h 45m,21:55 - 00:40,"728 miles, 1171 km",Airbus A320,158,,,Meal (none specific),260218_MU6763_21550040,text,True,2026-02-15T08:54:21.452016
18/2/2026,Wednesday,CAN,arrival,00:45,AQ1002,9 Air,Duration: 3h 25m,21:20 - 00:45,"1134 miles, 1825 km",Boeing 737-800 Passenger,167,,,Meal (none specific),260218_AQ1002_21200045,text,True,2026-02-15T08:54:21.785008
18/2/2026,Wednesday,CAN,arrival,00:45,CA1385,Air China,Duration: 3h 10m,21:35 - 00:45,"1175 miles, 1891 km",Airbus A321,180,UA 7513 /ZH 1385,,Meal (none specific),260218_CA1385_21350045,text,True,2026-02-15T08:54:22.160156
18/2/2026,Wednesday,CAN,arrival,00:45,MU6317,China Eastern,Duration: 3h 25m,21:20 - 00:45,"1134 miles, 1825 km",Boeing 737-500 (winglets) Passenger,168,KN 6740 /MF 7514 /SV 6847,,Meal (none specific),260218_MU6317_21200045,text,True,2026-02-15T08:54:22.574168
18/2/2026,Wednesday,CAN,arrival,00:45,ZH9998,Shenzhen Airlines,Duration: 1h 50m,22:55 - 00:45,"474 miles, 763 km",Airbus A320,162,CA 3398 /SC 9680,,Meal (none specific),260218_ZH9998_22550045,text,True,2026-02-15T08:54:22.874749
18/2/2026,Wednesday,CAN,arrival,00:50,9C8934,Spring Airlines,Duration: 2h 35m,21:15 - 00:50,"982 miles, 1580 km",Airbus A320,180,,,Meal (none specific),260218_9C8934_21150050,text,True,2026-02-15T08:54:23.150831
18/2/2026,Wednesday,CAN,arrival,00:50,AQ1106,9 Air,Duration: 2h 35m,22:15 - 00:50,"815 miles, 1311 km",Boeing 737-800 Passenger,167,,,Meal (none specific),260218_AQ1106_22150050,text,True,2026-02-15T08:54:23.455940
18/2/2026,Wednesday,CAN,arrival,00:50,CZ6275,China Southern,Duration: 4h 50m,20:00 - 00:50,"1596 miles, 2568 km",Airbus A320,158,,,Meal (none specific),260218_CZ6275_20000050,text,True,2026-02-15T08:54:23.827172
18/2/2026,Wednesday,CAN,arrival,00:50,CZ8845,China Southern,Duration: 1h 30m,23:20 - 00:50,"464 miles, 747 km",Boeing 737-800 Passenger,172,,,Meal (none specific),260218_CZ8845_23200050,text,True,2026-02-15T08:54:24.215731
18/2/2026,Wednesday,CAN,arrival,00:50,CZ3114,China Southern,Duration: 3h 20m,21:30 - 00:50,"1134 miles, 1825 km",Airbus A330-300,283,,,Meal (none specific),260218_CZ3114_21300050,text,True,2026-02-15T08:54:24.548925
18/2/2026,Wednesday,CAN,arrival,00:50,HU7309,Hainan Airlines,Duration: 1h 50m,23:00 - 00:50,"434 miles, 698 km",Airbus A330-300,297,,,Meal (none specific),260218_HU7309_23000050,text,True,2026-02-15T08:54:24.894777
18/2/2026,Wednesday,CAN,arrival,00:50,ZH9870,Shenzhen Airlines,Duration: 2h 30m,22:20 - 00:50,"673 miles, 1083 km",Boeing 737-800 Passenger,164,CA 3400 /HO 5281 /SC 9602,,Meal (none specific),260218_ZH9870_22200050,text,True,2026-02-15T08:54:25.270417
18/2/2026,Wednesday,CAN,arrival,00:55,CZ6747,China Southern,Duration: 1h 40m,23:15 - 00:55,"434 miles, 698 km",Airbus A321,188,,,Meal (none specific),260218_CZ6747_23150055,text,True,2026-02-15T08:54:25.611085
18/2/2026,Wednesday,CAN,arrival,00:55,CZ3340,China Southern,Duration: 2h 40m,22:15 - 00:55,"784 miles, 1261 km",Airbus A320neo,166,,,Meal (none specific),260218_CZ3340_22150055,text,True,2026-02-15T08:54:25.930670
18/2/2026,Wednesday,CAN,arrival,00:55,JD5186,Capital Airlines,Duration: 3h 5m,21:50 - 00:55,"1119 miles, 1800 km",Airbus A321,176,HU 5016,,Meal (none specific),260218_JD5186_21500055,text,True,2026-02-15T08:54:26.361208
18/2/2026,Wednesday,CAN,arrival,01:00,AQ1102,9 Air,Duration: 2h 0m,23:00 - 01:00,"603 miles, 970 km",Boeing 737-800 Passenger,167,,,Meal (none specific),260218_AQ1102_23000100,text,True,2026-02-15T08:54:31.464207
18/2/2026,Wednesday,CAN,arrival,01:00,AQ1156,9 Air,Duration: 2h 10m,22:50 - 01:00,"578 miles, 930 km",Boeing 737-800 Passenger,167,,,Meal (none specific),260218_AQ1156_22500100,text,True,2026-02-15T08:54:31.859921
18/2/2026,Wednesday,CAN,arrival,01:00,AQ1724,9 Air,Duration: 3h 15m,21:45 - 01:00,"1103 miles, 1775 km",Boeing 737-800 Passenger,167,,,Meal (none specific),260218_AQ1724_21450100,text,True,2026-02-15T08:54:32.263574
18/2/2026,Wednesday,CAN,arrival,01:05,8B969,TransNusa,Duration: 5h 20m,19:45 - 01:05,"2236 miles, 3598 km",Airbus A320,175,,,Meal (none specific),260218_8B969_19450105,text,True,2026-02-15T08:54:32.663157
18/2/2026,Wednesday,CAN,arrival,01:05,AQ1042,9 Air,Duration: 2h 25m,22:40 - 01:05,"806 miles, 1297 km",Boeing 737-800 Passenger,167,,,Meal (none specific),260218_AQ1042_22400105,text,True,2026-02-15T08:54:32.985283
18/2/2026,Wednesday,CAN,arrival,01:05,AQ1722,9 Air,Duration: 3h 20m,21:45 - 01:05,"984 miles, 1583 km",Boeing 737-800 Passenger,167,,,Meal (none specific),260218_AQ1722_21450105,text,True,2026-02-15T08:54:33.354207
18/2/2026,Wednesday,CAN,arrival,01:05,GJ8584,Loong Air,Duration: 2h 25m,22:40 - 01:05,"792 miles, 1274 km",Airbus A320,172,TV 2432 /G5 6356 /HU 2584 /EU 7632 /MF 5831 /3U 4782 /CZ 7108,,Meal (none specific),260218_GJ8584_22400105,text,True,2026-02-15T08:54:33.633765
18/2/2026,Wednesday,CAN,arrival,01:10,CZ3428,China Southern,Duration: 2h 40m,22:30 - 01:10,"763 miles, 1228 km",Boeing 737-800 Passenger,172,,,Meal (none specific),260218_CZ3428_22300110,text,True,2026-02-15T08:54:33.973280
18/2/2026,Wednesday,CAN,arrival,01:10,CZ6331,China Southern,Duration: 4h 40m,20:30 - 01:10,"1398 miles, 2249 km",Airbus A320neo,166,,,Meal (none specific),260218_CZ6331_20300110,text,True,2026-02-15T08:54:34.261008
18/2/2026,Wednesday,CAN,arrival,01:10,MU5741,China Eastern,Duration: 2h 25m,22:45 - 01:10,"852 miles, 1371 km",Boeing 737 Passenger,168,,,Meal (none specific),260218_MU5741_22450110,text,True,2026-02-15T08:54:34.570868
18/2/2026,Wednesday,CAN,arrival,01:15,AQ1144,9 Air,Duration: 2h 35m,22:40 - 01:15,"567 miles, 912 km",Boeing 737-800 Passenger,167,,,Meal (none specific),260218_AQ1144_22400115,text,True,2026-02-15T08:54:34.895123
18/2/2026,Wednesday,CAN,arrival,01:15,GJ8060,Loong Air,Duration: 2h 35m,22:40 - 01:15,"784 miles, 1261 km",Airbus A320,172,3U 4688 /CZ 7020 /EU 7524 /G5 6312 /HU 2060 /MF 5723 /TV 2324,,Meal (none specific),260218_GJ8060_22400115,text,True,2026-02-15T08:54:35.143867
18/2/2026,Wednesday,CAN,arrival,01:20,HU7204,Hainan Airlines,Duration: 2h 25m,22:55 - 01:20,"638 miles, 1027 km",Boeing 737-800 Passenger,179,,,Meal (none specific),260218_HU7204_22550120,text,True,2026-02-15T08:54:35.439824
18/2/2026,Wednesday,CAN,arrival,01:30,8B860,TransNusa,Duration: 5h 40m,18:50 - 01:30,"2099 miles, 3377 km",Airbus A321,196,,,Meal (none specific),260218_8B860_18500130,text,True,2026-02-15T08:54:35.827461
18/2/2026,Wednesday,CAN,arrival,01:30,AK1618,AirAsia,Duration: 3h 30m,22:00 - 01:30,"1364 miles, 2195 km",Airbus A320neo,186,,,Meal (none specific),260218_AK1618_22000130,text,True,2026-02-15T08:54:36.191903
18/2/2026,Wednesday,CAN,arrival,01:30,VJ3908,VietJet,Duration: 2h 45m,21:45 - 01:30,"978 miles, 1574 km",Airbus A321,214,H1 4491,,Meal (none specific),260218_VJ3908_21450130,text,True,2026-02-15T08:54:36.543037
18/2/2026,Wednesday,CAN,arrival,01:35,CA4586,Air China,Duration: 2h 40m,22:55 - 01:35,"734 miles, 1181 km",Airbus A321,180,,,Meal (none specific),260218_CA4586_22550135,text,True,2026-02-15T08:54:36.930797
18/2/2026,Wednesday,CAN,arrival,01:35,CZ3585,China Southern,Duration: 2h 45m,22:50 - 01:35,"751 miles, 1208 km",Airbus A321neo,198,SV 6011,,Meal (none specific),260218_CZ3585_22500135,text,True,2026-02-15T08:54:37.362054
18/2/2026,Wednesday,CAN,arrival,01:40,MU6956,China Eastern,Duration: 2h 40m,23:00 - 01:40,"815 miles, 1311 km",Boeing 737-500 (winglets) Passenger,168,MF 2290,,Meal (none specific),260218_MU6956_23000140,text,True,2026-02-15T08:54:37.773175
18/2/2026,Wednesday,CAN,arrival,01:50,SL900,Thai Lion Air,Duration: 2h 50m,22:00 - 01:50,"1062 miles, 1709 km",Boeing 737-800 Passenger,167,,,Meal (none specific),260218_SL900_22000150,text,True,2026-02-15T08:54:38.154190
18/2/2026,Wednesday,CAN,arrival,02:00,9C7420,Spring Airlines,Duration: 3h 5m,21:55 - 02:00,"1066 miles, 1715 km",Airbus A320,180,,,Meal (none specific),260218_9C7420_21550200,text,True,2026-02-15T08:54:38.542542
18/2/2026,Wednesday,CAN,arrival,02:00,AK1532,AirAsia,Duration: 3h 20m,22:40 - 02:00,"1226 miles, 1973 km",Airbus A320neo,186,,,Meal (none specific),260218_AK1532_22400200,text,True,2026-02-15T08:54:38.936011
18/2/2026,Wednesday,CAN,arrival,02:00,AK1394,AirAsia,Duration: 4h 0m,22:00 - 02:00,"1644 miles, 2645 km",Airbus A320,180,,,Meal (none specific),260218_AK1394_22000200,text,True,2026-02-15T08:54:39.282367
18/2/2026,Wednesday,CAN,arrival,02:10,OD612,Batik Air,Duration: 4h 25m,21:45 - 02:10,"1632 miles, 2626 km",Boeing 737MAX 8 Passenger,165,,,Meal (none specific),260218_OD612_21450210,text,True,2026-02-15T08:54:39.624690
18/2/2026,Wednesday,CAN,arrival,02:15,5J286,Cebu Pacific,Duration: 2h 50m,23:25 - 02:15,"798 miles, 1284 km",Airbus A321neo,236,,,Meal (none specific),260218_5J286_23250215,text,True,2026-02-15T08:54:40.031200
18/2/2026,Wednesday,CAN,arrival,02:15,VJ7526,VietJet,Duration: 1h 35m,23:40 - 02:15,"504 miles, 811 km",Airbus A321,214,H1 5158,,Meal (none specific),260218_VJ7526_23400215,text,True,2026-02-15T08:54:40.396930
18/2/2026,Wednesday,CAN,arrival,02:20,CX950,Cathay Pacific,Duration: 1h 5m,01:15 - 02:20,"84 miles, 135 km",Airbus A330-300,286,,,Meal (none specific),260218_CX950_01150220,text,True,2026-02-15T08:54:40.737370
18/2/2026,Wednesday,CAN,arrival,02:45,S76319,S7 Airlines,Duration: 5h 20m,21:25 - 02:45,"2063 miles, 3319 km",Boeing 737-800 (winglets) Passenger/BBJ2,176,,,Meal (none specific),260218_S76319_21250245,text,True,2026-02-15T08:54:41.088476
18/2/2026,Wednesday,CAN,arrival,02:50,KR937,Cambodia Airways,Duration: 3h 0m,22:50 - 02:50,"1003 miles, 1614 km",Airbus A319,150,,,Meal (none specific),260218_KR937_22500250,text,True,2026-02-15T08:54:41.397314
18/2/2026,Wednesday,CAN,arrival,03:15,9C8772,Spring Airlines,Duration: 3h 45m,22:30 - 03:15,"1457 miles, 2344 km",Airbus A320,180,,,Meal (none specific),260218_9C8772_22300315,text,True,2026-02-15T08:54:41.711711
18/2/2026,Wednesday,CAN,arrival,03:15,C6511,Centrum Air,Duration: 6h 55m,17:20 - 03:15,"2828 miles, 4550 km",Airbus A321neo,227,,,Meal (none specific),260218_C6511_17200315,text,True,2026-02-15T08:54:41.971169
18/2/2026,Wednesday,CAN,arrival,03:35,CZ6058,China Southern,Duration: 3h 15m,23:20 - 03:35,"1457 miles, 2344 km",Airbus A320neo,166,,,Meal (none specific),260218_CZ6058_23200335,text,True,2026-02-15T08:54:42.247955
18/2/2026,Wednesday,CAN,arrival,03:50,BS325,US-Bangla Airlines,Duration: 3h 30m,22:20 - 03:50,"1456 miles, 2343 km",Boeing 737-800 Passenger,167,,,Meal (none specific),260218_BS325_22200350,text,True,2026-02-15T08:54:42.550293
18/2/2026,Wednesday,CAN,arrival,03:50,CZ8074,China Southern,Duration: 3h 55m,23:55 - 03:50,"1530 miles, 2462 km",Airbus A321neo,198,MH 4612,,Meal (none specific),260218_CZ8074_23550350,text,True,2026-02-15T08:54:42.855362
18/2/2026,Wednesday,CAN,arrival,04:05,6E1703,IndiGo,Duration: 3h 35m,22:00 - 04:05,"1588 miles, 2555 km",Airbus A321neo,232,,,Meal (none specific),260218_6E1703_22000405,text,True,2026-02-15T08:54:43.152151
18/2/2026,Wednesday,CAN,arrival,04:45,AK114,AirAsia,Duration: 4h 20m,00:25 - 04:45,"1632 miles, 2626 km",Airbus A320neo,186,,,Meal (none specific),260218_AK114_00250445,text,True,2026-02-15T08:54:43.458716
18/2/2026,Wednesday,CAN,arrival,04:45,CZ392,China Southern,Duration: 3h 30m,23:15 - 04:45,"1456 miles, 2343 km",Airbus A321neo,198,,,Meal (none specific),260218_CZ392_23150445,text,True,2026-02-15T08:54:43.718810
18/2/2026,Wednesday,CAN,arrival,04:50,6E1701,IndiGo,Duration: 4h 35m,21:45 - 04:50,"2280 miles, 3669 km",Airbus A320neo,180,,,Meal (none specific),260218_6E1701_21450450,text,True,2026-02-15T08:54:44.014485
18/2/2026,Wednesday,CAN,arrival,05:00,CZ306,China Southern,Duration: 11h 50m,22:10 - 05:00,"5811 miles, 9350 km",Boeing 777-300ER,361,3U 7112,,Meal (none specific),260218_CZ306_22100500,text,True,2026-02-15T08:54:44.298620
18/2/2026,Wednesday,CAN,arrival,05:00,CZ302,China Southern,Duration: 10h 0m,22:00 - 05:00,"4704 miles, 7569 km",Airbus A350-900,324,3U 7126 /QF 5007,,Meal (none specific),260218_CZ302_22000500,text,True,2026-02-15T08:54:44.581726
18/2/2026,Wednesday,CAN,arrival,05:15,CZ8484,China Southern,Duration: 3h 30m,01:45 - 05:15,"1226 miles, 1973 km",Airbus A320,158,,,Meal (none specific),260218_CZ8484_01450515,text,True,2026-02-15T08:54:44.873866
18/2/2026,Wednesday,CAN,arrival,05:20,CZ618,China Southern,Duration: 11h 50m,22:30 - 05:20,"5984 miles, 9628 km",Boeing 787-9,288,,,Meal (none specific),260218_CZ618_22300520,text,True,2026-02-15T08:54:45.227402
18/2/2026,Wednesday,CAN,arrival,05:35,CZ5036,China Southern,Duration: 4h 20m,01:15 - 05:35,"1632 miles, 2626 km",Boeing 737MAX 8 Passenger,175,,,Meal (none specific),260218_CZ5036_01150535,text,True,2026-02-15T08:54:45.517797
18/2/2026,Wednesday,CAN,arrival,05:45,CZ332,China Southern,Duration: 11h 20m,11:25 - 05:45,"5636 miles, 9068 km",Boeing 787-9,288,,,Meal (none specific),260218_CZ332_11250545,text,True,2026-02-15T08:54:45.834429
18/2/2026,Wednesday,CAN,arrival,05:50,CZ650,China Southern,Duration: 11h 5m,11:45 - 05:50,"5254 miles, 8454 km",Boeing 787-9,288,,,Meal (none specific),260218_CZ650_11450550,text,True,2026-02-15T08:54:46.103896
18/2/2026,Wednesday,CAN,arrival,05:50,CZ626,China Southern,Duration: 5h 10m,00:40 - 05:50,"2236 miles, 3598 km",Airbus A321neo,198,,,Meal (none specific),260218_CZ626_00400550,text,True,2026-02-15T08:54:46.376843
18/2/2026,Wednesday,CAN,arrival,05:55,CZ3068,China Southern,Duration: 4h 10m,23:30 - 05:55,"1773 miles, 2853 km",Airbus A320neo,166,,,Meal (none specific),260218_CZ3068_23300555,text,True,2026-02-15T08:54:46.638931
18/2/2026,Wednesday,CAN,arrival,06:05,CZ3036,China Southern,Duration: 2h 55m,02:10 - 06:05,"1066 miles, 1715 km",Boeing 737-800 Passenger,172,3U 7072,,Meal (none specific),260218_CZ3036_02100605,text,True,2026-02-15T08:54:46.918236
18/2/2026,Wednesday,CAN,arrival,06:05,CZ348,China Southern,Duration: 12h 0m,11:05 - 06:05,"5909 miles, 9508 km",Airbus A350-900,324,,,Meal (none specific),260218_CZ348_11050605,text,True,2026-02-15T08:54:47.196396
18/2/2026,Wednesday,CAN,arrival,06:20,CZ6090,China Southern,Duration: 2h 55m,02:25 - 06:20,"978 miles, 1574 km",Airbus A320,158,3U 7066 /VN 3558,,Meal (none specific),260218_CZ6090_02250620,text,True,2026-02-15T08:54:47.458177
18/2/2026,Wednesday,CAN,arrival,06:25,CZ8070,China Southern,Duration: 5h 10m,22:15 - 06:25,"2553 miles, 4108 km",Boeing 787-9,288,,,Meal (none specific),260218_CZ8070_22150625,text,True,2026-02-15T08:54:47.772390
18/2/2026,Wednesday,CAN,arrival,06:40,CZ8072,China Southern,Duration: 4h 20m,02:20 - 06:40,"1632 miles, 2626 km",Boeing 737-800 Passenger,172,MH 4478,,Meal (none specific),260218_CZ8072_02200640,text,True,2026-02-15T08:54:48.096696
18/2/2026,Wednesday,CAN,arrival,07:35,CZ8058,China Southern,Duration: 7h 15m,20:20 - 07:35,"3641 miles, 5858 km",Airbus A330-300,283,3U 7124 /EK 7437,,Meal (none specific),260218_CZ8058_20200735,text,True,2026-02-15T08:54:48.422978
18/2/2026,Wednesday,CAN,arrival,07:55,CZ8490,China Southern,Duration: 4h 0m,03:55 - 07:55,"1654 miles, 2661 km",Airbus A321,188,3U 7030,,Meal (none specific),260218_CZ8490_03550755,text,True,2026-02-15T08:54:48.699659
18/2/2026,Wednesday,CAN,arrival,07:55,HU7001,Hainan Airlines,Duration: 1h 25m,06:30 - 07:55,"302 miles, 486 km",Airbus A320neo,169,GJ 3592,,Meal (none specific),260218_HU7001_06300755,text,True,2026-02-15T08:54:48.959912
18/2/2026,Wednesday,CAN,arrival,07:55,MU2078,China Eastern,Duration: 3h 45m,03:10 - 07:55,"1066 miles, 1715 km",Boeing 737-200 Mixed Configuration,75,,,Meal (none specific),260218_MU2078_03100755,text,True,2026-02-15T08:54:49.253115
18/2/2026,Wednesday,CAN,arrival,08:05,CZ3054,China Southern,Duration: 6h 45m,22:20 - 08:05,"2828 miles, 4550 km",Airbus A330-300,283,,,Meal (none specific),260218_CZ3054_22200805,text,True,2026-02-15T08:54:49.513956
18/2/2026,Wednesday,CAN,arrival,08:15,HU7307,Hainan Airlines,Duration: 1h 40m,06:35 - 08:15,"434 miles, 698 km",Airbus A320neo,169,,,Meal (none specific),260218_HU7307_06350815,text,True,2026-02-15T08:54:49.876145
18/2/2026,Wednesday,CAN,arrival,08:20,CZ6773,China Southern,Duration: 1h 20m,07:00 - 08:20,"302 miles, 486 km",Airbus A320,158,,,Meal (none specific),260218_CZ6773_07000820,text,True,2026-02-15T08:54:50.202529
18/2/2026,Wednesday,CAN,arrival,08:20,CZ6731,China Southern,Duration: 1h 20m,07:00 - 08:20,"434 miles, 698 km",Airbus A321neo,198,,,Meal (none specific),260218_CZ6731_07000820,text,True,2026-02-15T08:54:50.475964
18/2/2026,Wednesday,CAN,arrival,08:25,CZ3354,China Southern,Duration: 1h 25m,07:00 - 08:25,"287 miles, 462 km",Airbus A320neo,166,,,Meal (none specific),260218_CZ3354_07000825,text,True,2026-02-15T08:54:50.772071
18/2/2026,Wednesday,CAN,arrival,08:30,CZ3291,China Southern,Duration: 1h 10m,07:20 - 08:30,"332 miles, 534 km",Boeing 737-800 Passenger,172,,,Meal (none specific),260218_CZ3291_07200830,text,True,2026-02-15T08:54:51.037938
18/2/2026,Wednesday,CAN,arrival,08:30,CZ3330,China Southern,Duration: 1h 10m,07:20 - 08:30,"242 miles, 389 km",Airbus A320,158,,,Meal (none specific),260218_CZ3330_07200830,text,True,2026-02-15T08:54:51.325602
18/2/2026,Wednesday,CAN,arrival,08:30,PN6381,West Air (China),Duration: 2h 25m,06:05 - 08:30,"792 miles, 1274 km",Airbus A321,182,,,Meal (none specific),260218_PN6381_06050830,text,True,2026-02-15T08:54:51.631685
18/2/2026,Wednesday,CAN,arrival,08:40,AQ1146,9 Air,Duration: 1h 30m,07:10 - 08:40,"348 miles, 560 km",Boeing 737-800 Passenger,167,,,Meal (none specific),260218_AQ1146_07100840,text,True,2026-02-15T08:54:51.956841
18/2/2026,Wednesday,CAN,arrival,08:45,HU7003,Hainan Airlines,Duration: 1h 15m,07:30 - 08:45,"302 miles, 486 km",Boeing 737-800 Passenger,179,,,Meal (none specific),260218_HU7003_07300845,text,True,2026-02-15T08:54:56.828137
18/2/2026,Wednesday,CAN,arrival,08:45,ZH9962,Shenzhen Airlines,Duration: 2h 0m,06:45 - 08:45,"567 miles, 912 km",Airbus A320,162,CA 3494 /SC 9658,,Meal (none specific),260218_ZH9962_06450845,text,True,2026-02-15T08:54:57.166143
18/2/2026,Wednesday,CAN,arrival,08:50,CA4361,Air China,Duration: 1h 50m,07:00 - 08:50,"603 miles, 970 km",Boeing 737-800 Passenger,167,SC 5219 /ZH 4457,,Meal (none specific),260218_CA4361_07000850,text,True,2026-02-15T08:54:57.476190
18/2/2026,Wednesday,CAN,arrival,08:50,CZ8754,China Southern,Duration: 2h 5m,06:45 - 08:50,"679 miles, 1093 km",Airbus A320,158,,,Meal (none specific),260218_CZ8754_06450850,text,True,2026-02-15T08:55:02.243108
18/2/2026,Wednesday,CAN,arrival,08:50,CZ3312,China Southern,Duration: 1h 50m,07:00 - 08:50,"518 miles, 833 km",Airbus A321neo,198,,,Meal (none specific),260218_CZ3312_07000850,text,True,2026-02-15T08:55:02.651970
18/2/2026,Wednesday,CAN,arrival,08:50,W581,Mahan Air,Duration: 7h 20m,21:00 - 08:50,"3792 miles, 6101 km",Airbus A340-300,279,,,Meal (none specific),260218_W581_21000850,text,True,2026-02-15T08:55:03.038828
18/2/2026,Wednesday,CAN,arrival,08:55,CX982,Cathay Pacific,Duration: 1h 5m,07:50 - 08:55,"84 miles, 135 km",Airbus A330-300,286,,,Meal (none specific),260218_CX982_07500855,text,True,2026-02-15T08:55:03.335830
18/2/2026,Wednesday,CAN,arrival,08:55,CZ3420,China Southern,Duration: 2h 0m,06:55 - 08:55,"667 miles, 1073 km",Airbus A321neo,198,,,Meal (none specific),260218_CZ3420_06550855,text,True,2026-02-15T08:55:03.634589
18/2/2026,Wednesday,CAN,arrival,08:55,CZ330,China Southern,Duration: 14h 55m,02:00 - 08:55,"6375 miles, 10257 km",Boeing 777-300ER,361,,,Meal (none specific),260218_CZ330_02000855,text,True,2026-02-15T08:55:08.565916
18/2/2026,Wednesday,CAN,arrival,08:55,HU7362,Hainan Airlines,Duration: 2h 20m,06:35 - 08:55,"648 miles, 1043 km",Boeing 737-800 Passenger,179,,,Meal (none specific),260218_HU7362_06350855,text,True,2026-02-15T08:55:08.947863
18/2/2026,Wednesday,CAN,arrival,08:55,MU2542,China Eastern,Duration: 1h 40m,07:15 - 08:55,"516 miles, 830 km",Boeing 737-500 (winglets) Passenger,168,MF 3299,,Meal (none specific),260218_MU2542_07150855,text,True,2026-02-15T08:55:09.328115
18/2/2026,Wednesday,CAN,arrival,08:55,ZH8904,Shenzhen Airlines,Duration: 2h 15m,06:40 - 08:55,"792 miles, 1274 km",Boeing 737-800 Passenger,164,CA 3804 /SC 9172,,Meal (none specific),260218_ZH8904_06400855,text,True,2026-02-15T08:55:09.618021
18/2/2026,Wednesday,CAN,arrival,09:05,3U8745,Sichuan Airlines,Duration: 2h 5m,07:00 - 09:05,"603 miles, 970 km",Airbus A320,165,EU 7339 /MF 5559 /MU 3473 /CZ 9135 /HO 5856 /QW 6067,,Meal (none specific),260218_3U8745_07000905,text,True,2026-02-15T08:55:09.915729
18/2/2026,Wednesday,CAN,arrival,09:05,MF8301,XiamenAir,Duration: 1h 35m,07:30 - 09:05,"316 miles, 508 km",Boeing 737-800 Passenger,172,GJ 3853 /G5 9245 /3U 2419 /NS 8301 /CZ 4218,,Meal (none specific),260218_MF8301_07300905,text,True,2026-02-15T08:55:10.237428
18/2/2026,Wednesday,CAN,arrival,09:20,3U3060,Sichuan Airlines,Duration: 2h 20m,07:00 - 09:20,"765 miles, 1231 km",Airbus A320,165,MF 5010,,Meal (none specific),260218_3U3060_07000920,text,True,2026-02-15T08:55:10.559777
18/2/2026,Wednesday,CAN,arrival,09:20,AK112,AirAsia,Duration: 4h 15m,05:05 - 09:20,"1632 miles, 2626 km",Airbus A320neo,186,,,Meal (none specific),260218_AK112_05050920,text,True,2026-02-15T08:55:10.848412
18/2/2026,Wednesday,CAN,arrival,09:25,CZ6775,China Southern,Duration: 1h 25m,08:00 - 09:25,"302 miles, 486 km",Airbus A321,188,,,Meal (none specific),260218_CZ6775_08000925,text,True,2026-02-15T08:55:11.139788
18/2/2026,Wednesday,CAN,arrival,09:30,CZ3661,China Southern,Duration: 1h 40m,07:50 - 09:30,"464 miles, 747 km",Boeing 737-800 Passenger,172,,,Meal (none specific),260218_CZ3661_07500930,text,True,2026-02-15T08:55:11.474548
18/2/2026,Wednesday,CAN,arrival,09:30,CZ3549,China Southern,Duration: 2h 45m,06:45 - 09:30,"751 miles, 1208 km",Boeing 777-300ER,361,,,Meal (none specific),260218_CZ3549_06450930,text,True,2026-02-15T08:55:11.821376
