date,day_name,airport,direction,time,flight,airline,duration,time_range,distance,aircraft,seats,codeshare,entertainment,meals,uid,airline_source,page_date_verified,scraped_at
18/3/2026,Wednesday,MYY,arrival,12:35,MY3225,MAXjet,Duration: 0h 45m,11:50 - 12:35,"110 miles, 177 km",ATR 72,68,,,Meal (none specific),260318_MY3225_11501235,text,True,2026-02-15T14:24:51.216968
18/3/2026,Wednesday,MYY,arrival,14:35,MY3633,MAXjet,Duration: 0h 30m,14:05 - 14:35,"59 miles, 95 km",ATR 72,68,,,Meal (none specific),260318_MY3633_14051435,text,True,2026-02-15T14:24:53.460624
18/3/2026,Wednesday,MYY,arrival,14:45,AK6186,AirAsia,Duration: 1h 5m,13:40 - 14:45,"320 miles, 515 km",Airbus A320,180,,,Meal (none specific),260318_AK6186_13401445,text,True,2026-02-15T14:24:54.985041
18/3/2026,Wednesday,MYY,arrival,15:30,AK5644,AirAsia,Duration: 2h 20m,13:10 - 15:30,"858 miles, 1381 km",Airbus A320neo,186,,,Meal (none specific),260318_AK5644_13101530,text,True,2026-02-15T14:24:56.024103
18/3/2026,Wednesday,MYY,arrival,15:40,AK6073,AirAsia,Duration: 0h 50m,14:50 - 15:40,"181 miles, 291 km",Airbus A320 (sharklets),180,,,Meal (none specific),260318_AK6073_14501540,text,True,2026-02-15T14:24:57.040406
18/3/2026,Wednesday,MYY,arrival,15:50,MY3223,MAXjet,Duration: 0h 45m,15:05 - 15:50,"110 miles, 177 km",ATR 72,68,,,Meal (none specific),260318_MY3223_15051550,text,True,2026-02-15T14:24:57.362512
18/3/2026,Wednesday,MYY,arrival,16:05,AK6182,AirAsia,Duration: 1h 0m,15:05 - 16:05,"320 miles, 515 km",Airbus A320,180,,,Meal (none specific),260318_AK6182_15051605,text,True,2026-02-15T14:24:57.690786
18/3/2026,Wednesday,MYY,arrival,16:35,MY3473,MAXjet,Duration: 0h 35m,16:00 - 16:35,"78 miles, 126 km",ATR 72,68,,,Meal (none specific),260318_MY3473_16001635,text,True,2026-02-15T14:24:58.016990
18/3/2026,Wednesday,MYY,arrival,16:45,MH2594,Malaysia Airlines,Duration: 2h 25m,14:20 - 16:45,"858 miles, 1381 km",Boeing 737-800 Passenger,172,FY 7576 /GA 8926 /PR 3532 /QR 5431 /TK 4854,,Meal (none specific),260318_MH2594_14201645,text,True,2026-02-15T14:24:58.410718
18/3/2026,Wednesday,MYY,arrival,17:10,OD1650,Batik Air,Duration: 2h 25m,14:45 - 17:10,"858 miles, 1381 km",Boeing 737-800 Passenger,167,,,Meal (none specific),260318_OD1650_14451710,text,True,2026-02-15T14:24:59.416041
18/3/2026,Wednesday,MYY,arrival,17:15,MY3475,MAXjet,Duration: 0h 35m,16:40 - 17:15,"78 miles, 126 km",ATR 72,68,,,Meal (none specific),260318_MY3475_16401715,text,True,2026-02-15T14:24:59.808929
18/3/2026,Wednesday,MYY,arrival,17:55,MY3229,MAXjet,Duration: 0h 45m,17:10 - 17:55,"110 miles, 177 km",ATR 72,68,,,Meal (none specific),260318_MY3229_17101755,text,True,2026-02-15T14:25:00.139796
18/3/2026,Wednesday,MYY,arrival,18:20,AK6075,AirAsia,Duration: 0h 50m,17:30 - 18:20,"181 miles, 291 km",Airbus A320 (sharklets),180,,,Meal (none specific),260318_AK6075_17301820,text,True,2026-02-15T14:25:01.145678
18/3/2026,Wednesday,MYY,arrival,18:55,AK6184,AirAsia,Duration: 1h 0m,17:55 - 18:55,"320 miles, 515 km",Airbus A320,180,,,Meal (none specific),260318_AK6184_17551855,text,True,2026-02-15T14:25:01.489616
18/3/2026,Wednesday,MYY,arrival,19:00,MY3227,MAXjet,Duration: 0h 45m,18:15 - 19:00,"110 miles, 177 km",ATR 72,68,,,Meal (none specific),260318_MY3227_18151900,text,True,2026-02-15T14:25:01.823735
18/3/2026,Wednesday,MYY,arrival,19:30,AK6188,AirAsia,Duration: 1h 0m,18:30 - 19:30,"320 miles, 515 km",Airbus A320,180,,,Meal (none specific),260318_AK6188_18301930,text,True,2026-02-15T14:25:02.143944
18/3/2026,Wednesday,MYY,arrival,19:40,AK5646,AirAsia,Duration: 2h 20m,17:20 - 19:40,"858 miles, 1381 km",Airbus A320,180,,,Meal (none specific),260318_AK5646_17201940,text,True,2026-02-15T14:25:02.469982
18/3/2026,Wednesday,MYY,arrival,19:50,MY3446,MAXjet,Duration: 0h 40m,19:10 - 19:50,"106 miles, 171 km",ATR 72,68,,,Meal (none specific),260318_MY3446_19101950,text,True,2026-02-15T14:25:02.792916
18/3/2026,Wednesday,MYY,arrival,19:50,MH2584,Malaysia Airlines,Duration: 2h 35m,17:15 - 19:50,"858 miles, 1381 km",Boeing 737-800 (winglets) Passenger/BBJ2,166,FY 7572 /GA 9315 /KL 3854 /PR 3530 /QR 5428,,Meal (none specific),260318_MH2584_17151950,text,True,2026-02-15T14:25:03.123620
18/3/2026,Wednesday,MYY,arrival,20:05,MY3656,MAXjet,Duration: 1h 0m,19:05 - 20:05,"199 miles, 320 km",ATR 72,68,,,Meal (none specific),260318_MY3656_19052005,text,True,2026-02-15T14:25:03.449855
18/3/2026,Wednesday,MYY,arrival,22:10,AK5648,AirAsia,Duration: 2h 20m,19:50 - 22:10,"858 miles, 1381 km",Airbus A320 (sharklets),180,,,Meal (none specific),260318_AK5648_19502210,text,True,2026-02-15T14:25:03.786396
18/3/2026,Wednesday,MYY,arrival,22:35,MY3658,MAXjet,Duration: 1h 0m,21:35 - 22:35,"199 miles, 320 km",ATR 72,68,,,Meal (none specific),260318_MY3658_21352235,text,True,2026-02-15T14:25:04.096642
18/3/2026,Wednesday,MYY,arrival,23:30,MH2598,Malaysia Airlines,Duration: 2h 25m,21:05 - 23:30,"858 miles, 1381 km",Boeing 737-800 (winglets) Passenger/BBJ2,166,FY 7578 /GA 9313 /QR 5433 /TK 4815,,Meal (none specific),260318_MH2598_21052330,text,True,2026-02-15T14:25:04.411794
18/3/2026,Wednesday,MYY,arrival,13:15,MY3513,MAXjet,0h 45m,,,,,,,,,no have detail,True,2026-02-15T14:25:04.722533
18/3/2026,Wednesday,MYY,arrival,18:20,MY3519,MAXjet,0h 45m,,,,,,,,,no have detail,True,2026-02-15T14:25:04.890722
18/3/2026,Wednesday,MYY,arrival,14:40,MY3577,MAXjet,0h 20m,,,,,,,,,no have detail,True,2026-02-15T14:25:04.998059
18/3/2026,Wednesday,MYY,arrival,15:40,MY3525,MAXjet,0h 45m,,,,,,,,,no have detail,True,2026-02-15T14:25:05.118816
18/3/2026,Wednesday,MYY,arrival,09:00,MY3511,MAXjet,0h 45m,,,,,,,,,no have detail,True,2026-02-15T14:25:05.168690
18/3/2026,Wednesday,MYY,arrival,11:20,MY3603,MAXjet,0h 45m,,,,,,,,,no have detail,True,2026-02-15T14:25:05.233958
18/3/2026,Wednesday,MYY,arrival,15:20,MY3552,MAXjet,1h 10m,,,,,,,,,no have detail,True,2026-02-15T14:25:05.393800
18/3/2026,Wednesday,MYY,arrival,11:05,MY3521,MAXjet,0h 45m,,,,,,,,,no have detail,True,2026-02-15T14:25:05.467127
18/3/2026,Wednesday,MYY,arrival,13:40,MY3437,MAXjet,0h 50m,,,,,,,,,no have detail,True,2026-02-15T14:25:05.642654
18/3/2026,Wednesday,MYY,arrival,14:40,MY3439,MAXjet,0h 50m,,,,,,,,,no have detail,True,2026-02-15T14:25:05.789082
18/3/2026,Wednesday,MYY,arrival,16:50,MY3517,MAXjet,0h 45m,,,,,,,,,no have detail,True,2026-02-15T14:25:05.970073
18/3/2026,Wednesday,MYY,arrival,11:20,MY3573,MAXjet,0h 20m,,,,,,,,,no have detail,True,2026-02-15T14:25:06.081761
18/3/2026,Wednesday,MYY,arrival,12:10,MY3541,MAXjet,0h 45m,,,,,,,,,no have detail,True,2026-02-15T14:25:06.181473
18/3/2026,Wednesday,MYY,arrival,12:50,MY3435,MAXjet,0h 50m,,,,,,,,,no have detail,True,2026-02-15T14:25:06.296797
