arrival_airport,date,arrival_time,flight,airline,duration,distance,aircraft,seats,codeshare,meals
SZB,2026-02-15,06:20,OD697,Batik Air,3h 45m,"1529 miles, 2460 km",Boeing 737-800 Passenger,167,,Meal (none specific)
SZB,2026-02-15,08:30,OD1163,Batik Air,1h 0m,"174 miles, 280 km",Boeing 737-800 Passenger,167,,Meal (none specific)
SZB,2026-02-15,09:15,FY1431,Firefly,1h 0m,"174 miles, 280 km",ATR 72,72,MH 5379,Meal (none specific)
SZB,2026-02-15,09:50,FY3123,Firefly,1h 20m,"207 miles, 333 km",ATR 72,72,MH 5480,Meal (none specific)
SZB,2026-02-15,10:30,FY3125,Firefly,1h 20m,"207 miles, 333 km",ATR 72,72,MH 5482,Meal (none specific)
SZB,2026-02-15,10:40,OD811,Batik Air,1h 5m,"209 miles, 336 km",Boeing 737-800 Passenger,167,,Meal (none specific)
SZB,2026-02-15,11:35,FY1155,Firefly,1h 10m,"216 miles, 348 km",ATR 72,72,MH 5505,Meal (none specific)
SZB,2026-02-15,12:40,FY3127,Firefly,1h 20m,"207 miles, 333 km",ATR 72,72,MH 5488,Meal (none specific)
SZB,2026-02-15,13:05,FY1339,Firefly,1h 5m,"179 miles, 288 km",ATR 72,72,MH 5336,Meal (none specific)
SZB,2026-02-15,13:10,TR474,Scoot,1h 10m,"209 miles, 336 km",Airbus A320,180,SQ 8584,Meal (none specific)
SZB,2026-02-15,13:10,FY1147,Firefly,1h 10m,"216 miles, 348 km",ATR 72,72,MH 5307,Meal (none specific)
SZB,2026-02-15,13:15,FY1577,Firefly,1h 15m,"255 miles, 410 km",ATR 72,72,MH 5363,Meal (none specific)
SZB,2026-02-15,13:30,OD1161,Batik Air,1h 0m,"174 miles, 280 km",Boeing 737-800 Passenger,167,,Meal (none specific)
SZB,2026-02-15,13:55,FY1259,Firefly,1h 0m,"189 miles, 304 km",ATR 72,72,MH 5421,Meal (none specific)
SZB,2026-02-15,14:30,OD349,Batik Air,2h 5m,"733 miles, 1179 km",Boeing 737-800 Passenger,167,,Meal (none specific)
SZB,2026-02-15,14:35,OD1403,Batik Air,1h 5m,"255 miles, 410 km",Boeing 737-800 Passenger,167,,Meal (none specific)
SZB,2026-02-15,15:20,FY3129,Firefly,1h 20m,"207 miles, 333 km",ATR 72,72,MH 5478,Meal (none specific)
SZB,2026-02-15,16:10,FY1433,Firefly,1h 0m,"174 miles, 280 km",ATR 72,72,MH 5383,Meal (none specific)
SZB,2026-02-15,16:35,FY1673,Firefly,1h 10m,"227 miles, 365 km",ATR 72,72,MH 5367,Meal (none specific)
SZB,2026-02-15,16:35,FY1579,Firefly,1h 15m,"255 miles, 410 km",ATR 72,72,MH 5361,Meal (none specific)
SZB,2026-02-15,16:50,FY1161,Firefly,1h 10m,"216 miles, 348 km",ATR 72,72,MH 5311,Meal (none specific)
SZB,2026-02-15,17:05,FY1425,Firefly,1h 0m,"174 miles, 280 km",ATR 72,72,MH 5373,Meal (none specific)
SZB,2026-02-15,17:25,OD1202,Batik Air,1h 0m,"179 miles, 288 km",Boeing 737-800 Passenger,167,,Meal (none specific)
SZB,2026-02-15,17:55,FY3131,Firefly,1h 20m,"207 miles, 333 km",ATR 72,72,MH 5470,Meal (none specific)
SZB,2026-02-15,17:55,OD1017,Batik Air,2h 35m,"1022 miles, 1644 km",Boeing 737-800 Passenger,167,,Meal (none specific)
SZB,2026-02-15,18:35,FY1343,Firefly,1h 5m,"179 miles, 288 km",ATR 72,72,MH 5342,Meal (none specific)
SZB,2026-02-15,19:25,8B699,TransNusa,2h 0m,"733 miles, 1179 km",Airbus A320,175,,Meal (none specific)
SZB,2026-02-15,19:55,FY1151,Firefly,1h 10m,"216 miles, 348 km",ATR 72,72,MH 5317,Meal (none specific)
SZB,2026-02-15,20:05,FY1437,Firefly,1h 0m,"174 miles, 280 km",ATR 72,72,MH 5405,Meal (none specific)
SZB,2026-02-15,20:20,FY3133,Firefly,1h 20m,"207 miles, 333 km",ATR 72,72,MH 5476,Meal (none specific)
SZB,2026-02-15,20:30,UO716,HK Express,4h 10m,"1571 miles, 2528 km",Airbus A320,180,,Meal (none specific)
SZB,2026-02-15,20:40,OD533,Batik Air,2h 5m,"751 miles, 1208 km",Boeing 737-800 Passenger,167,,Meal (none specific)
SZB,2026-02-15,20:40,FY1263,Firefly,1h 0m,"189 miles, 304 km",ATR 72,72,MH 5501,Meal (none specific)
SZB,2026-02-15,21:00,OD1237,Batik Air,1h 5m,"216 miles, 348 km",Boeing 737-800 Passenger,167,,Meal (none specific)
SZB,2026-02-15,21:25,OD1613,Batik Air,1h 55m,"620 miles, 998 km",Boeing 737-800 Passenger,167,,Meal (none specific)
SZB,2026-02-15,21:50,OD1206,Batik Air,1h 0m,"179 miles, 288 km",Boeing 737-800 Passenger,167,,Meal (none specific)
SZB,2026-02-15,22:00,OD1013,Batik Air,2h 35m,"1022 miles, 1644 km",Boeing 737-800 Passenger,167,,Meal (none specific)
SZB,2026-02-15,22:15,FY1675,Firefly,1h 10m,"227 miles, 365 km",ATR 72,72,MH 5349,Meal (none specific)
SZB,2026-02-15,22:50,FY1441,Firefly,1h 0m,"174 miles, 280 km",ATR 72,72,MH 5395,Meal (none specific)
SZB,2026-02-15,23:35,FY1445,Firefly,1h 0m,"174 miles, 280 km",ATR 72,72,MH 5399,Meal (none specific)
SZB,2026-02-15,23:50,FY1349,Firefly,1h 5m,"179 miles, 288 km",ATR 72,72,MH 5346,Meal (none specific)
