date,day_name,airport,direction,time,flight,airline,duration,time_range,distance,aircraft,seats,codeshare,meals,uid,airline_source,page_date_verified,scraped_at
15/3/2026,Sunday,BKK,arrival,13:15,QW9897,Qingdao Airlines,Duration: 5h 15m,09:00 - 13:15,"1988 miles, 3199 km",Airbus A320neo,180,,Meal (none specific),260315_QW9897_09001315,text,True,2026-02-14T16:12:13.251247
15/3/2026,Sunday,BKK,arrival,13:20,DE2362,Condor,Duration: 11h 5m,20:15 - 13:20,"5623 miles, 9047 km",Airbus A330-900neo,310,,Meal (none specific),260315_DE2362_20151320,text,True,2026-02-14T16:12:13.504851
15/3/2026,Sunday,BKK,arrival,13:20,TG206,Thai Airways,Duration: 1h 30m,11:50 - 13:20,"420 miles, 676 km",Airbus A320,156,GF 6386 /LY 8429,Meal (none specific),260315_TG206_11501320,text,True,2026-02-14T16:12:13.750730
15/3/2026,Sunday,BKK,arrival,13:20,TG302,Thai Airways,Duration: 1h 25m,11:25 - 13:20,"381 miles, 613 km",Airbus A320,156,TK 8015 /WY 5911,Meal (none specific),260315_TG302_11251320,text,True,2026-02-14T16:12:13.998784
15/3/2026,Sunday,BKK,arrival,13:20,VZ981,Vietjet Thailand,Duration: 1h 20m,12:00 - 13:20,"324 miles, 521 km",Airbus A320,180,,Meal (none specific),260315_VZ981_12001320,text,True,2026-02-14T16:12:14.251796
15/3/2026,Sunday,BKK,arrival,13:25,9C7431,Spring Airlines,Duration: 4h 35m,09:50 - 13:25,"1743 miles, 2804 km",Airbus A320,180,,Meal (none specific),260315_9C7431_09501325,text,True,2026-02-14T16:12:14.504563
15/3/2026,Sunday,BKK,arrival,13:25,KE657,Korean Air,Duration: 6h 10m,09:15 - 13:25,"2291 miles, 3686 km",Airbus A330-300,278,HA 6009 /DL 7894 /WS 6073,Meal (none specific),260315_KE657_09151325,text,True,2026-02-14T16:12:14.753994
15/3/2026,Sunday,BKK,arrival,13:25,MH788,Malaysia Airlines,Duration: 2h 10m,12:15 - 13:25,"762 miles, 1226 km",Boeing 737-800 (winglets) Passenger/BBJ2,166,8M 9521 /AY 6630 /FY 7490 /PG 4504 /QR 4481 /TG 4712 /WY 5699,Meal (none specific),260315_MH788_12151325,text,True,2026-02-14T16:12:14.998765
15/3/2026,Sunday,BKK,arrival,13:30,PG132,Bangkok Airways,Duration: 1h 15m,12:15 - 13:30,"290 miles, 467 km",Airbus A319,133,AY 6846 /BR 3884 /CI 9838 /EK 4462 /EY 7756 /GF 4405 /HX 3788 /KC 1132 /LY 8480 /PR 3763 /QR 4364 /SQ 5384 /TG 5753 /VN 3072,Meal (none specific),260315_PG132_12151330,text,True,2026-02-14T16:12:15.242979
15/3/2026,Sunday,BKK,arrival,13:30,TG659,Thai Airways,Duration: 5h 55m,09:35 - 13:30,"2291 miles, 3686 km",Airbus A350-900,327,LY 8283 /OZ 6761 /TK 8381 /WY 5921,Meal (none specific),260315_TG659_09351330,text,True,2026-02-14T16:12:15.500645
15/3/2026,Sunday,BKK,arrival,13:30,VZ821,Vietjet Thailand,Duration: 6h 35m,08:55 - 13:30,"2599 miles, 4182 km",Boeing 737 Passenger,193,,Meal (none specific),260315_VZ821_08551330,text,True,2026-02-14T16:12:15.757590
15/3/2026,Sunday,BKK,arrival,13:35,AI2354,Air India,Duration: 4h 35m,07:30 - 13:35,"1894 miles, 3047 km",Airbus A320neo,165,BR 3702,Meal (none specific),260315_AI2354_07301335,text,True,2026-02-14T16:12:16.015949
15/3/2026,Sunday,BKK,arrival,13:35,PG224,Bangkok Airways,Duration: 1h 25m,12:10 - 13:35,"373 miles, 600 km",Airbus A319,133,AY 6850 /BR 3968 /CI 9618 /CX 6526 /EY 7649 /GF 4415 /HX 3804 /JL 5976 /KC 1224 /LH 4613 /LY 8462 /MH 4976 /PR 3707 /QF 3476 /QR 4415 /SQ 5440 /TG 5714,Meal (none specific),260315_PG224_12101335,text,True,2026-02-14T16:12:16.263309
15/3/2026,Sunday,BKK,arrival,13:35,TG105,Thai Airways,Duration: 1h 20m,12:15 - 13:35,"373 miles, 600 km",Airbus A320,156,BR 3433 /GF 6355 /LY 8408,Meal (none specific),260315_TG105_12151335,text,True,2026-02-14T16:12:16.511094
15/3/2026,Sunday,BKK,arrival,13:40,FD4105,Thai AirAsia,Duration: 1h 20m,12:20 - 13:40,"373 miles, 600 km",Airbus A320,180,,Meal (none specific),260315_FD4105_12201340,text,True,2026-02-14T16:12:16.762597
15/3/2026,Sunday,BKK,arrival,13:40,SV846,Saudia,Duration: 7h 0m,02:40 - 13:40,"3605 miles, 5800 km",Boeing 787-9,297,VN 3296,Meal (none specific),260315_SV846_02401340,text,True,2026-02-14T16:12:17.015607
15/3/2026,Sunday,BKK,arrival,13:40,VU131,Vietravel Airlines,Duration: 1h 35m,12:05 - 13:40,"447 miles, 719 km",Airbus A321,200,,Meal (none specific),260315_VU131_12051340,text,True,2026-02-14T16:12:17.276627
15/3/2026,Sunday,BKK,arrival,13:45,TG923,Thai Airways,Duration: 10h 50m,20:55 - 13:45,"5623 miles, 9047 km",Boeing 777-300ER,339,TP 8381,Meal (none specific),260315_TG923_20551345,text,True,2026-02-14T16:12:17.521931
15/3/2026,Sunday,BKK,arrival,13:45,TG404,Thai Airways,Duration: 2h 20m,12:25 - 13:45,"884 miles, 1422 km",Boeing 787-8,256,PG 4804,Meal (none specific),260315_TG404_12251345,text,True,2026-02-14T16:12:17.777727
15/3/2026,Sunday,BKK,arrival,13:50,FD4232,Thai AirAsia,Duration: 1h 15m,12:35 - 13:50,"361 miles, 581 km",Airbus A320,180,,Meal (none specific),260315_FD4232_12351350,text,True,2026-02-14T16:12:18.023553
15/3/2026,Sunday,BKK,arrival,13:50,LY83,El Al,Duration: 11h 20m,21:30 - 13:50,"4340 miles, 6983 km",Boeing 787,264,QF 5018 /TG 4586 /VN 3294,Meal (none specific),260315_LY83_21301350,text,True,2026-02-14T16:12:18.280096
15/3/2026,Sunday,BKK,arrival,13:55,FD4502,Thai AirAsia,Duration: 0h 55m,13:00 - 13:55,"236 miles, 380 km",Airbus A320,180,,Meal (none specific),260315_FD4502_13001355,text,True,2026-02-14T16:12:18.536773
15/3/2026,Sunday,BKK,arrival,13:55,VZ103,Vietjet Thailand,Duration: 1h 25m,12:30 - 13:55,"373 miles, 600 km",Airbus A320,180,,Meal (none specific),260315_VZ103_12301355,text,True,2026-02-14T16:12:18.786013
15/3/2026,Sunday,BKK,arrival,13:55,VZ305,Vietjet Thailand,Duration: 1h 30m,12:25 - 13:55,"420 miles, 676 km",Airbus A320,180,,Meal (none specific),260315_VZ305_12251355,text,True,2026-02-14T16:12:19.028811
15/3/2026,Sunday,BKK,arrival,14:00,9C6193,Spring Airlines,Duration: 3h 20m,11:40 - 14:00,"1251 miles, 2013 km",Airbus A320,180,,Meal (none specific),260315_9C6193_11401400,text,True,2026-02-14T16:12:19.282908
15/3/2026,Sunday,BKK,arrival,14:00,VZ221,Vietjet Thailand,Duration: 1h 15m,12:45 - 14:00,"298 miles, 479 km",Airbus A320,180,,Meal (none specific),260315_VZ221_12451400,text,True,2026-02-14T16:12:19.531124
15/3/2026,Sunday,BKK,arrival,14:05,CX653,Cathay Pacific,Duration: 3h 5m,12:00 - 14:05,"1055 miles, 1697 km",Airbus A330-300,286,AA 8941 /GF 4057 /PG 4556 /QR 5853 /OM 5643,Meal (none specific),260315_CX653_12001405,text,True,2026-02-14T16:12:19.776776
15/3/2026,Sunday,BKK,arrival,14:05,CZ5095,China Southern,Duration: 3h 10m,11:55 - 14:05,"1066 miles, 1715 km",Airbus A320,158,,Meal (none specific),260315_CZ5095_11551405,text,True,2026-02-14T16:12:20.029932
15/3/2026,Sunday,BKK,arrival,14:05,MU6087,China Eastern,Duration: 2h 45m,12:20 - 14:05,"806 miles, 1297 km",Boeing 737-200 Mixed Configuration,75,KQ 5269,Meal (none specific),260315_MU6087_12201405,text,True,2026-02-14T16:12:20.281861
15/3/2026,Sunday,BKK,arrival,14:05,VJ901,VietJet,Duration: 1h 50m,12:15 - 14:05,"621 miles, 999 km",Airbus A321,214,A1 2901 /W2 4901 /H1 4088,Meal (none specific),260315_VJ901_12151405,text,True,2026-02-14T16:12:20.527907
15/3/2026,Sunday,BKK,arrival,14:10,AI2355,Air India,Duration: 4h 15m,08:25 - 14:10,"1842 miles, 2964 km",Airbus A320neo,165,,Meal (none specific),260315_AI2355_08251410,text,True,2026-02-14T16:12:20.785835
15/3/2026,Sunday,BKK,arrival,14:10,TG416,Thai Airways,Duration: 2h 5m,13:05 - 14:10,"762 miles, 1226 km",Boeing 787-9,293,GF 6356 /MH 5860 /TK 8369,Meal (none specific),260315_TG416_13051410,text,True,2026-02-14T16:12:21.043220
15/3/2026,Sunday,BKK,arrival,14:20,HU429,Hainan Airlines,Duration: 5h 20m,10:00 - 14:20,"2073 miles, 3335 km",Boeing 737-800 Passenger,179,,Meal (none specific),260315_HU429_10001420,text,True,2026-02-14T16:12:21.290857
15/3/2026,Sunday,BKK,arrival,14:20,NX936,Air Macau,Duration: 2h 35m,12:45 - 14:20,"1032 miles, 1660 km",Airbus A320,158,,Meal (none specific),260315_NX936_12451420,text,True,2026-02-14T16:12:21.540334
15/3/2026,Sunday,BKK,arrival,14:20,PG276,Bangkok Airways,Duration: 1h 35m,12:45 - 14:20,"420 miles, 676 km",Airbus A319,133,AY 6862 /BR 3966 /CI 9716 /CX 6540 /EK 4523 /EY 7651 /GF 4421 /KC 1276 /LY 8490 /MH 4926 /PR 3725 /QF 3455 /QR 4380 /TG 5626 /TK 4486 /VN 3908 /WY 5812,Meal (none specific),260315_PG276_12451420,text,True,2026-02-14T16:12:21.803837
15/3/2026,Sunday,BKK,arrival,14:25,SB501,Aircalin,Duration: 11h 35m,20:50 - 14:25,"5903 miles, 9498 km",Airbus A330-900neo,291,,Meal (none specific),260315_SB501_20501425,text,True,2026-02-14T16:12:22.055965
15/3/2026,Sunday,BKK,arrival,14:25,TG601,Thai Airways,Duration: 2h 40m,12:45 - 14:25,"1055 miles, 1697 km",Boeing 777-300ER,339,GF 6301,Meal (none specific),260315_TG601_12451425,text,True,2026-02-14T16:12:22.306753
15/3/2026,Sunday,BKK,arrival,14:30,6E1053,IndiGo,Duration: 4h 15m,08:45 - 14:30,"1842 miles, 2964 km",Airbus A321neo,232,,Meal (none specific),260315_6E1053_08451430,text,True,2026-02-14T16:12:22.553035
15/3/2026,Sunday,BKK,arrival,14:30,CZ3081,China Southern,Duration: 3h 5m,12:25 - 14:30,"1066 miles, 1715 km",Boeing 737-800 Passenger,172,3U 7061,Meal (none specific),260315_CZ3081_12251430,text,True,2026-02-14T16:12:22.805872
15/3/2026,Sunday,BKK,arrival,14:30,VZ831,Vietjet Thailand,Duration: 7h 35m,08:55 - 14:30,"2905 miles, 4674 km",Boeing 737 Passenger,193,,Meal (none specific),260315_VZ831_08551430,text,True,2026-02-14T16:12:23.052059
15/3/2026,Sunday,BKK,arrival,14:35,HU7943,Hainan Airlines,Duration: 3h 25m,12:10 - 14:35,"1363 miles, 2193 km",Boeing 737-800 Passenger,179,,Meal (none specific),260315_HU7943_12101435,text,True,2026-02-14T16:12:23.306694
15/3/2026,Sunday,BKK,arrival,14:35,SQ710,Singapore Airlines,Duration: 2h 30m,13:05 - 14:35,"884 miles, 1422 km",Boeing 787,337,AC 5859 /NZ 3450 /PG 4706 /SK 8007 /VA 5720,Meal (none specific),260315_SQ710_13051435,text,True,2026-02-14T16:12:23.564340
15/3/2026,Sunday,BKK,arrival,14:35,VZ325,Vietjet Thailand,Duration: 1h 30m,13:05 - 14:35,"469 miles, 755 km",Airbus A320,180,,Meal (none specific),260315_VZ325_13051435,text,True,2026-02-14T16:12:23.815983
15/3/2026,Sunday,BKK,arrival,14:40,8M333,MAI,Duration: 1h 20m,12:50 - 14:40,"381 miles, 613 km",Airbus A320,180,UL 3310,Meal (none specific),260315_8M333_12501440,text,True,2026-02-14T16:12:24.061216
15/3/2026,Sunday,BKK,arrival,14:40,BR76,EVA Air,Duration: 11h 20m,21:20 - 14:40,"5753 miles, 9257 km",Boeing 777-300ER,333,TG 6385,Meal (none specific),260315_BR76_21201440,text,True,2026-02-14T16:12:24.310813
15/3/2026,Sunday,BKK,arrival,14:45,PG906,Bangkok Airways,Duration: 1h 25m,13:20 - 14:45,"235 miles, 378 km",ATR 42 / ATR 72,70,EK 4595 /EY 7684 /JL 5964 /LY 8470 /OS 8690 /QF 3443 /QR 4358 /TG 7087 /TK 4524,Meal (none specific),260315_PG906_13201445,text,True,2026-02-14T16:12:24.562907
15/3/2026,Sunday,BKK,arrival,14:45,TG657,Thai Airways,Duration: 5h 55m,10:50 - 14:45,"2291 miles, 3686 km",Boeing 787-9,293,LY 8444 /OZ 6737 /TK 8380 /WY 5919,Meal (none specific),260315_TG657_10501445,text,True,2026-02-14T16:12:24.808891
15/3/2026,Sunday,BKK,arrival,14:45,VN615,Vietnam Airlines,Duration: 2h 5m,12:40 - 14:45,"621 miles, 999 km",Airbus A321,184,LY 8246 /K6 3615 /PG 4284,Meal (none specific),260315_VN615_12401445,text,True,2026-02-14T16:12:25.061233
15/3/2026,Sunday,BKK,arrival,14:50,9C7279,Spring Airlines,Duration: 4h 45m,11:05 - 14:50,"1809 miles, 2911 km",Airbus A320,180,,Meal (none specific),260315_9C7279_11051450,text,True,2026-02-14T16:12:25.319586
15/3/2026,Sunday,BKK,arrival,14:50,HX775,Hong Kong Airlines,Duration: 3h 10m,12:40 - 14:50,"1055 miles, 1697 km",Airbus A321,220,TK 9221,Meal (none specific),260315_HX775_12401450,text,True,2026-02-14T16:12:25.568643
15/3/2026,Sunday,BKK,arrival,14:50,LH772,Lufthansa,Duration: 10h 30m,22:20 - 14:50,"5498 miles, 8846 km",Airbus A380-800 Passenger,509,,Meal (none specific),260315_LH772_22201450,text,True,2026-02-14T16:12:25.826799
15/3/2026,Sunday,BKK,arrival,14:50,LY81,El Al,Duration: 11h 20m,22:30 - 14:50,"4340 miles, 6983 km",Boeing 777,301,QF 5020 /TG 4584 /VN 3298,Meal (none specific),260315_LY81_22301450,text,True,2026-02-14T16:12:26.083555
15/3/2026,Sunday,BKK,arrival,14:55,FD4253,Thai AirAsia,Duration: 1h 30m,13:25 - 14:55,"502 miles, 808 km",Airbus A320,180,,Meal (none specific),260315_FD4253_13251455,text,True,2026-02-14T16:12:26.330869
15/3/2026,Sunday,BKK,arrival,14:55,MU741,China Eastern,Duration: 2h 40m,13:15 - 14:55,"806 miles, 1297 km",Boeing 737-500 (winglets) Passenger,168,KQ 5253,Meal (none specific),260315_MU741_13151455,text,True,2026-02-14T16:12:26.586965
15/3/2026,Sunday,BKK,arrival,15:00,BG388,Biman,Duration: 2h 45m,11:15 - 15:00,"979 miles, 1575 km",Boeing 737-800 Passenger,162,,Meal (none specific),260315_BG388_11151500,text,True,2026-02-14T16:12:26.848997
15/3/2026,Sunday,BKK,arrival,15:00,PG136,Bangkok Airways,Duration: 1h 15m,13:45 - 15:00,"290 miles, 467 km",Airbus A319,133,BR 3898 /CI 9724 /CX 6536 /EK 4427 /EY 7757 /GF 4407 /HX 3862 /KC 1136 /LY 8498 /MH 4916 /PR 3743 /QF 3497 /QR 4312 /SQ 5404 /TG 5987 /TK 4418 /VN 3772,Meal (none specific),260315_PG136_13451500,text,True,2026-02-14T16:12:27.097788
15/3/2026,Sunday,BKK,arrival,15:00,VZ961,Vietjet Thailand,Duration: 1h 45m,13:15 - 15:00,"526 miles, 846 km",Airbus A320,180,,Meal (none specific),260315_VZ961_13151500,text,True,2026-02-14T16:12:27.342576
15/3/2026,Sunday,BKK,arrival,15:00,VZ2303,Vietjet Thailand,Duration: 1h 30m,13:30 - 15:00,"420 miles, 676 km",Airbus A320,180,,Meal (none specific),260315_VZ2303_13301500,text,True,2026-02-14T16:12:27.594623
15/3/2026,Sunday,BKK,arrival,15:05,N0191,Norse,Duration: 11h 5m,22:00 - 15:05,"5183 miles, 8339 km",Boeing 787-9,338,A1 5963,Meal (none specific),260315_N0191_22001505,text,True,2026-02-14T16:12:27.862973
15/3/2026,Sunday,BKK,arrival,15:05,TG571,Thai Airways,Duration: 1h 10m,13:55 - 15:05,"322 miles, 518 km",Airbus A321neo,176,LY 8288 /TK 8017,Meal (none specific),260315_TG571_13551505,text,True,2026-02-14T16:12:28.114261
15/3/2026,Sunday,BKK,arrival,15:05,TK68,Turkish Airlines,Duration: 9h 25m,01:40 - 15:05,"4694 miles, 7553 km",Airbus A330-300,293,TG 7544,Meal (none specific),260315_TK68_01401505,text,True,2026-02-14T16:12:28.383108
15/3/2026,Sunday,BKK,arrival,15:10,IX264,Air India Express,Duration: 4h 40m,09:00 - 15:10,"1924 miles, 3096 km",Boeing 737MAX 8 Passenger,165,AI 9247,Meal (none specific),260315_IX264_09001510,text,True,2026-02-14T16:12:28.635712
15/3/2026,Sunday,BKK,arrival,15:10,PG158,Bangkok Airways,Duration: 1h 35m,13:35 - 15:10,"290 miles, 467 km",ATR 42 / ATR 72,70,BR 3948 /CI 9628 /EY 7748 /GF 4501 /PR 3758 /QR 4308 /SQ 5428 /TG 5935 /TK 4508,Meal (none specific),260315_PG158_13351510,text,True,2026-02-14T16:12:28.891393
15/3/2026,Sunday,BKK,arrival,15:10,TG208,Thai Airways,Duration: 1h 30m,13:40 - 15:10,"420 miles, 676 km",Airbus A320,156,GF 6388,Meal (none specific),260315_TG208_13401510,text,True,2026-02-14T16:12:29.154973
15/3/2026,Sunday,BKK,arrival,15:15,PG306,Bangkok Airways,Duration: 1h 0m,14:15 - 15:15,"144 miles, 232 km",ATR 42 / ATR 72,70,BR 3964 /CI 9736 /EK 4537 /EY 7741 /GA 9683 /GF 4423 /KC 1306 /PR 3719 /QF 3459 /QR 4390 /TG 5696 /TK 4500 /WY 5865,Meal (none specific),260315_PG306_14151515,text,True,2026-02-14T16:12:29.414720
15/3/2026,Sunday,BKK,arrival,15:15,TG641,Thai Airways,Duration: 7h 30m,09:45 - 15:15,"2905 miles, 4674 km",Airbus A350-900,327,LY 8430 /NH 5953,Meal (none specific),260315_TG641_09451515,text,True,2026-02-14T16:12:29.663533
15/3/2026,Sunday,BKK,arrival,15:20,JD619,Capital Airlines,Duration: 4h 35m,11:45 - 15:20,"1704 miles, 2742 km",Airbus A320,169,,Meal (none specific),260315_JD619_11451520,text,True,2026-02-14T16:12:29.916643
15/3/2026,Sunday,BKK,arrival,15:20,KR703,Cambodia Airways,Duration: 1h 20m,14:00 - 15:20,"325 miles, 523 km",Airbus A319,150,,Meal (none specific),260315_KR703_14001520,text,True,2026-02-14T16:12:30.164635
15/3/2026,Sunday,BKK,arrival,15:20,PG144,Bangkok Airways,Duration: 1h 15m,14:05 - 15:20,"290 miles, 467 km",Airbus A319,133,AY 6852 /BR 3982 /CI 9726 /CX 6518 /EK 4431 /EY 7760 /GF 4485 /HX 3856 /KC 1144 /LY 8482 /MH 4904 /PR 3748 /QF 3495 /QR 4318 /SQ 5408 /TG 5923 /TK 4433,Meal (none specific),260315_PG144_14051520,text,True,2026-02-14T16:12:30.416580
15/3/2026,Sunday,BKK,arrival,15:20,TG5,Thai Airways,Duration: 1h 10m,14:10 - 15:20,"291 miles, 468 km",Airbus A320,156,GF 6385 /MH 5859 /TK 8482,Meal (none specific),260315_TG5_14101520,text,True,2026-02-14T16:12:30.668599
15/3/2026,Sunday,BKK,arrival,15:25,SU644,Aeroflot,Duration: 7h 25m,11:00 - 15:25,"2785 miles, 4481 km",Boeing 737-800 (winglets) Passenger/BBJ2,158,,Meal (none specific),260315_SU644_11001525,text,True,2026-02-14T16:12:30.933804
15/3/2026,Sunday,BKK,arrival,15:25,TG107,Thai Airways,Duration: 1h 20m,14:05 - 15:25,"373 miles, 600 km",Airbus A320,156,,Meal (none specific),260315_TG107_14051525,text,True,2026-02-14T16:12:31.190426
15/3/2026,Sunday,BKK,arrival,15:25,TG476,Thai Airways,Duration: 9h 25m,10:00 - 15:25,"4695 miles, 7554 km",Airbus A350-900,327,GF 6376 /LY 8402 /TK 8007 /WY 5909,Meal (none specific),260315_TG476_10001525,text,True,2026-02-14T16:12:31.443067
15/3/2026,Sunday,BKK,arrival,15:25,VZ985,Vietjet Thailand,Duration: 1h 20m,14:05 - 15:25,"324 miles, 521 km",Airbus A320,180,,Meal (none specific),260315_VZ985_14051525,text,True,2026-02-14T16:12:31.700723
15/3/2026,Sunday,BKK,arrival,15:30,OS7,Austrian,Duration: 10h 5m,23:25 - 15:30,"5280 miles, 8496 km",Boeing 777-200 / 200ER,330,LH 6438 /TG 7203,Meal (none specific),260315_OS7_23251530,text,True,2026-02-14T16:12:31.955737
15/3/2026,Sunday,BKK,arrival,15:30,S76309,S7 Airlines,Duration: 6h 20m,10:10 - 15:30,"2689 miles, 4327 km",Boeing 737-800 (winglets) Passenger/BBJ2,176,,Meal (none specific),260315_S76309_10101530,text,True,2026-02-14T16:12:32.202852
15/3/2026,Sunday,BKK,arrival,15:35,VZ111,Vietjet Thailand,Duration: 1h 15m,14:20 - 15:35,"373 miles, 600 km",Boeing 737 Passenger,193,,Meal (none specific),260315_VZ111_14201535,text,True,2026-02-14T16:12:32.453917
15/3/2026,Sunday,BKK,arrival,15:40,TG649,Thai Airways,Duration: 6h 0m,11:40 - 15:40,"2327 miles, 3744 km",Airbus A330-300,281,LY 8440 /NH 5989 /TK 8383,Meal (none specific),260315_TG649_11401540,text,True,2026-02-14T16:12:32.699591
15/3/2026,Sunday,BKK,arrival,15:40,TG683,Thai Airways,Duration: 7h 5m,10:35 - 15:40,"2867 miles, 4613 km",Boeing 777-300ER,339,LY 8434 /NH 5599,Meal (none specific),260315_TG683_10351540,text,True,2026-02-14T16:12:32.948892
15/3/2026,Sunday,BKK,arrival,15:40,TG645,Thai Airways,Duration: 6h 40m,11:00 - 15:40,"2693 miles, 4333 km",Airbus A350-900,327,LY 8438 /NH 5981,Meal (none specific),260315_TG645_11001540,text,True,2026-02-14T16:12:33.202975
15/3/2026,Sunday,BKK,arrival,15:40,UO700,HK Express,Duration: 3h 10m,13:30 - 15:40,"1055 miles, 1697 km",Airbus A321,230,,Meal (none specific),260315_UO700_13301540,text,True,2026-02-14T16:12:33.454718
15/3/2026,Sunday,BKK,arrival,15:45,AQ1207,9 Air,Duration: 4h 0m,12:45 - 15:45,"976 miles, 1570 km",Boeing 737-800 Passenger,167,,Meal (none specific),260315_AQ1207_12451545,text,True,2026-02-14T16:12:33.711632
15/3/2026,Sunday,BKK,arrival,15:45,TG623,Thai Airways,Duration: 6h 45m,11:00 - 15:45,"2599 miles, 4182 km",Boeing 777-300ER,339,LY 8450 /NH 5597 /TK 8386,Meal (none specific),260315_TG623_11001545,text,True,2026-02-14T16:12:33.960690
15/3/2026,Sunday,BKK,arrival,15:45,TG621,Thai Airways,Duration: 3h 35m,13:10 - 15:45,"1366 miles, 2198 km",Boeing 787-8,256,AC 7421,Meal (none specific),260315_TG621_13101545,text,True,2026-02-14T16:12:34.221803
15/3/2026,Sunday,BKK,arrival,15:50,TG671,Thai Airways,Duration: 7h 50m,10:00 - 15:50,"3169 miles, 5099 km",Boeing 787-8,256,LY 8442 /NH 5985,Meal (none specific),260315_TG671_10001550,text,True,2026-02-14T16:12:34.473043
15/3/2026,Sunday,BKK,arrival,15:55,CX789,Cathay Pacific,Duration: 3h 10m,13:45 - 15:55,"1055 miles, 1697 km",Airbus A350-900,280,GF 4083 /OM 5651 /PG 4572 /AA 8925,Meal (none specific),260315_CX789_13451555,text,True,2026-02-14T16:12:34.764250
15/3/2026,Sunday,BKK,arrival,15:55,FD4111,Thai AirAsia,Duration: 1h 35m,14:20 - 15:55,"420 miles, 676 km",Airbus A320,180,,Meal (none specific),260315_FD4111_14201555,text,True,2026-02-14T16:12:35.023091
15/3/2026,Sunday,BKK,arrival,15:55,FM833,Shanghai Airlines,Duration: 5h 10m,11:45 - 15:55,"1809 miles, 2911 km",Boeing 737 Mixed Configuration,76,MU 8643,Meal (none specific),260315_FM833_11451555,text,True,2026-02-14T16:12:35.286042
15/3/2026,Sunday,BKK,arrival,15:55,TG133,Thai Airways,Duration: 1h 30m,14:25 - 15:55,"439 miles, 706 km",Airbus A320,156,BR 3423 /GF 6393 /MH 5628 /TK 8394,Meal (none specific),260315_TG133_14251555,text,True,2026-02-14T16:12:35.534052
15/3/2026,Sunday,BKK,arrival,16:00,BR68,EVA Air,Duration: 11h 40m,21:20 - 16:00,"5984 miles, 9628 km",Boeing 777-300ER,333,TG 6383,Meal (none specific),260315_BR68_21201600,text,True,2026-02-14T16:12:35.787046
15/3/2026,Sunday,BKK,arrival,16:00,FD4107,Thai AirAsia,Duration: 1h 30m,14:30 - 16:00,"373 miles, 600 km",Airbus A320,180,,Meal (none specific),260315_FD4107_14301600,text,True,2026-02-14T16:12:36.043952
15/3/2026,Sunday,BKK,arrival,16:00,KB152,Drukair,Duration: 3h 10m,11:50 - 16:00,"1205 miles, 1939 km",Airbus A319,118,,Meal (none specific),260315_KB152_11501600,text,True,2026-02-14T16:12:36.298615
15/3/2026,Sunday,BKK,arrival,16:00,PG942,Bangkok Airways,Duration: 2h 15m,13:45 - 16:00,"441 miles, 710 km",ATR 42 / ATR 72,70,AY 6948 /CX 6520 /EK 4573 /EY 7747 /GA 9591 /JL 5968 /KL 3986 /LY 8472 /MH 4974 /QF 3449 /QR 4428 /SQ 5482 /TG 7053 /TK 4544,Meal (none specific),260315_PG942_13451600,text,True,2026-02-14T16:12:36.548636
15/3/2026,Sunday,BKK,arrival,16:00,TG917,Thai Airways,Duration: 11h 25m,21:35 - 16:00,"5984 miles, 9628 km",Boeing 777-300ER,339,AC 7400 /BR 2228,Meal (none specific),260315_TG917_21351600,text,True,2026-02-14T16:12:36.797820
15/3/2026,Sunday,BKK,arrival,16:00,TR636,Scoot,Duration: 2h 35m,14:25 - 16:00,"884 miles, 1422 km",Boeing 787-8,331,SQ 8496,Meal (none specific),260315_TR636_14251600,text,True,2026-02-14T16:12:37.112524
15/3/2026,Sunday,BKK,arrival,16:05,B3700,Bhutan Airlines,Duration: 2h 40m,11:55 - 16:05,"1022 miles, 1644 km",Airbus A319,126,,Meal (none specific),260315_B3700_11551605,text,True,2026-02-14T16:12:37.390854
15/3/2026,Sunday,BKK,arrival,16:05,BA2231,British Airways,Duration: 11h 50m,21:15 - 16:05,"5980 miles, 9622 km",Boeing 777,267,IB 3603,Meal (none specific),260315_BA2231_21151605,text,True,2026-02-14T16:12:37.704928
15/3/2026,Sunday,BKK,arrival,16:05,IX882,Air India Express,Duration: 4h 0m,10:35 - 16:05,"1556 miles, 2504 km",Airbus A320neo,180,AI 9071,Meal (none specific),260315_IX882_10351605,text,True,2026-02-14T16:12:37.985652
15/3/2026,Sunday,BKK,arrival,16:05,MH782,Malaysia Airlines,Duration: 2h 15m,14:50 - 16:05,"762 miles, 1226 km",Boeing 737-800 (winglets) Passenger/BBJ2,166,8M 9511 /AY 6726 /FY 7486 /PG 4506 /TG 4706,Meal (none specific),260315_MH782_14501605,text,True,2026-02-14T16:12:38.258635
15/3/2026,Sunday,BKK,arrival,16:05,PG138,Bangkok Airways,Duration: 1h 35m,14:30 - 16:05,"290 miles, 467 km",ATR 42 / ATR 72,70,BR 3984 /CI 9710 /EK 4429 /EY 7758 /GF 4481 /HX 3860 /KC 1138 /PR 3765 /QF 3473 /QR 4314 /SQ 5386 /TG 5985 /VN 3774,Meal (none specific),260315_PG138_14301605,text,True,2026-02-14T16:12:38.510260
15/3/2026,Sunday,BKK,arrival,16:10,6E1067,IndiGo,Duration: 3h 35m,11:05 - 16:10,"1516 miles, 2439 km",Airbus A320neo,180,,Meal (none specific),260315_6E1067_11051610,text,True,2026-02-14T16:12:38.770951
