date,day_name,airport,direction,time,flight,airline,duration,time_range,distance,aircraft,seats,codeshare,meals,uid,airline_source,page_date_verified,scraped_at
15/3/2026,Sunday,BKK,arrival,19:30,PG712,Bangkok Airways,Duration: 4h 40m,12:50 - 19:30,"1978 miles, 3183 km",Airbus A319,133,AY 6958 /EY 7683 /JL 5996 /QR 4361 /TG 7057,Meal (none specific),260315_PG712_12501930,text,True,2026-02-14T16:13:04.687057
15/3/2026,Sunday,BKK,arrival,19:35,AI2337,Air India,Duration: 4h 35m,13:30 - 19:35,"1894 miles, 3047 km",Airbus A320neo,165,BR 3704,Meal (none specific),260315_AI2337_13301935,text,True,2026-02-14T16:13:04.929895
15/3/2026,Sunday,BKK,arrival,19:35,FD4109,Thai AirAsia,Duration: 1h 20m,18:15 - 19:35,"373 miles, 600 km",Airbus A320,180,,Meal (none specific),260315_FD4109_18151935,text,True,2026-02-14T16:13:05.200236
15/3/2026,Sunday,BKK,arrival,19:35,KY8367,Kunming Airlines,Duration: 2h 25m,18:10 - 19:35,"806 miles, 1297 km",Boeing 737-800 Passenger,160,,Meal (none specific),260315_KY8367_18101935,text,True,2026-02-14T16:13:05.443063
15/3/2026,Sunday,BKK,arrival,19:35,QV445,Lao Airlines,Duration: 1h 0m,18:35 - 19:35,"322 miles, 518 km",Airbus A320,150,PG 4445,Meal (none specific),260315_QV445_18351935,text,True,2026-02-14T16:13:05.691048
15/3/2026,Sunday,BKK,arrival,19:40,8M350,MAI,Duration: 1h 20m,17:50 - 19:40,"381 miles, 613 km",Airbus A320,180,UL 3316,Meal (none specific),260315_8M350_17501940,text,True,2026-02-14T16:13:05.937768
15/3/2026,Sunday,BKK,arrival,19:40,TG466,Thai Airways,Duration: 9h 10m,14:30 - 19:40,"4581 miles, 7371 km",Airbus A350-900,327,LH 9737 /LY 8420 /OS 8636 /TK 8003 /WY 5917,Meal (none specific),260315_TG466_14301940,text,True,2026-02-14T16:13:06.187572
15/3/2026,Sunday,BKK,arrival,19:40,VZ203,Vietjet Thailand,Duration: 1h 10m,18:30 - 19:40,"291 miles, 468 km",Airbus A320,180,,Meal (none specific),260315_VZ203_18301940,text,True,2026-02-14T16:13:06.431944
15/3/2026,Sunday,BKK,arrival,19:45,PG166,Bangkok Airways,Duration: 1h 15m,18:30 - 19:45,"290 miles, 467 km",Airbus A319,133,AY 6926 /BA 2185 /BR 3972 /CI 9844 /EY 7746 /HX 3782 /KC 1166 /MH 4890 /PR 3759 /QR 4368 /SQ 5466 /TG 5763 /TK 4412 /VN 3076,Meal (none specific),260315_PG166_18301945,text,True,2026-02-14T16:13:06.688623
15/3/2026,Sunday,BKK,arrival,19:45,TG631,Thai Airways,Duration: 3h 30m,17:15 - 19:45,"1432 miles, 2304 km",Airbus A320,156,TK 8497,Meal (none specific),260315_TG631_17151945,text,True,2026-02-14T16:13:06.935617
15/3/2026,Sunday,BKK,arrival,19:50,6E1063,IndiGo,Duration: 4h 10m,14:10 - 19:50,"1842 miles, 2964 km",Airbus A321neo,232,,Meal (none specific),260315_6E1063_14101950,text,True,2026-02-14T16:13:07.186616
15/3/2026,Sunday,BKK,arrival,19:50,FD4097,Thai AirAsia,Duration: 1h 25m,18:25 - 19:50,"373 miles, 600 km",Airbus A320,180,,Meal (none specific),260315_FD4097_18251950,text,True,2026-02-14T16:13:07.430344
15/3/2026,Sunday,BKK,arrival,19:55,VZ963,Vietjet Thailand,Duration: 1h 45m,18:10 - 19:55,"526 miles, 846 km",Airbus A320,180,,Meal (none specific),260315_VZ963_18101955,text,True,2026-02-14T16:13:07.670100
15/3/2026,Sunday,BKK,arrival,20:00,FD4205,Thai AirAsia,Duration: 1h 30m,18:30 - 20:00,"469 miles, 755 km",Airbus A320,180,,Meal (none specific),260315_FD4205_18302000,text,True,2026-02-14T16:13:07.918583
15/3/2026,Sunday,BKK,arrival,20:00,SQ720,Singapore Airlines,Duration: 2h 25m,18:35 - 20:00,"884 miles, 1422 km",Boeing 787,337,ET 1307 /NZ 3454 /PG 4712 /SK 8081 /VA 5726,Meal (none specific),260315_SQ720_18352000,text,True,2026-02-14T16:13:08.167392
15/3/2026,Sunday,BKK,arrival,20:00,VZ353,Vietjet Thailand,Duration: 1h 10m,18:50 - 20:00,"334 miles, 537 km",Airbus A320,180,,Meal (none specific),260315_VZ353_18502000,text,True,2026-02-14T16:13:08.418614
15/3/2026,Sunday,BKK,arrival,20:05,BI519,Royal Brunei Airlines,Duration: 2h 45m,18:20 - 20:05,"1146 miles, 1844 km",Airbus A320neo,150,TG 4604,Meal (none specific),260315_BI519_18202005,text,True,2026-02-14T16:13:08.666757
15/3/2026,Sunday,BKK,arrival,20:10,KR701,Cambodia Airways,Duration: 1h 0m,19:10 - 20:10,"325 miles, 523 km",Airbus A319,150,,Meal (none specific),260315_KR701_19102010,text,True,2026-02-14T16:13:08.917714
15/3/2026,Sunday,BKK,arrival,20:10,MU9613,China Eastern,Duration: 2h 40m,18:30 - 20:10,"806 miles, 1297 km",Boeing 737-200 Mixed Configuration,75,KQ 5289,Meal (none specific),260315_MU9613_18302010,text,True,2026-02-14T16:13:09.173850
15/3/2026,Sunday,BKK,arrival,20:15,PG160,Bangkok Airways,Duration: 1h 35m,18:40 - 20:15,"290 miles, 467 km",ATR 42 / ATR 72,70,BR 3950 /CI 9616 /EY 7749 /LY 8484 /PR 3769 /QR 4310 /TG 5936 /TK 4509,Meal (none specific),260315_PG160_18402015,text,True,2026-02-14T16:13:09.415988
15/3/2026,Sunday,BKK,arrival,20:15,PG176,Bangkok Airways,Duration: 1h 15m,19:00 - 20:15,"290 miles, 467 km",Airbus A319,133,BA 2187 /BR 3962 /CI 9740 /EY 7762 /JL 5984 /KC 1176 /LY 8496 /MH 4854 /PR 3747 /QR 4316 /TG 5977 /TK 4414 /VN 3078,Meal (none specific),260315_PG176_19002015,text,True,2026-02-14T16:13:09.668843
15/3/2026,Sunday,BKK,arrival,20:15,VN609,Vietnam Airlines,Duration: 1h 35m,18:40 - 20:15,"447 miles, 719 km",Airbus A321,184,K6 3609 /PG 4292 /SV 6990 /AY 6258 /KL 3084 /SK 8216,Meal (none specific),260315_VN609_18402015,text,True,2026-02-14T16:13:09.920652
15/3/2026,Sunday,BKK,arrival,20:15,VZ215,Vietjet Thailand,Duration: 1h 10m,19:05 - 20:15,"236 miles, 380 km",Airbus A320,180,,Meal (none specific),260315_VZ215_19052015,text,True,2026-02-14T16:13:10.170108
15/3/2026,Sunday,BKK,arrival,20:20,AI2304,Air India,Duration: 4h 20m,14:30 - 20:20,"1842 miles, 2964 km",Airbus A320neo,165,,Meal (none specific),260315_AI2304_14302020,text,True,2026-02-14T16:13:10.415689
15/3/2026,Sunday,BKK,arrival,20:25,TG137,Thai Airways,Duration: 1h 30m,18:55 - 20:25,"439 miles, 706 km",Airbus A320,156,LH 9705,Meal (none specific),260315_TG137_18552025,text,True,2026-02-14T16:13:10.666568
15/3/2026,Sunday,BKK,arrival,20:35,JQ75,Jetstar,Duration: 7h 0m,14:35 - 20:35,"3327 miles, 5353 km",Airbus A321neo,232,6E 3981 /AY 6444,Meal (none specific),260315_JQ75_14352035,text,True,2026-02-14T16:13:10.917175
15/3/2026,Sunday,BKK,arrival,20:35,TG408,Thai Airways,Duration: 2h 20m,19:15 - 20:35,"884 miles, 1422 km",Boeing 787-8,256,PG 4808,Meal (none specific),260315_TG408_19152035,text,True,2026-02-14T16:13:11.166210
15/3/2026,Sunday,BKK,arrival,20:40,EU2867,Chengdu Airlines,Duration: 3h 15m,18:25 - 20:40,"1178 miles, 1895 km",Airbus A320,175,,Meal (none specific),260315_EU2867_18252040,text,True,2026-02-14T16:13:11.414681
15/3/2026,Sunday,BKK,arrival,20:40,TG639,Thai Airways,Duration: 2h 45m,18:55 - 20:40,"1055 miles, 1697 km",Airbus A350-900,327,AC 7407 /NZ 4193 /OS 8604 /TK 8011,Meal (none specific),260315_TG639_18552040,text,True,2026-02-14T16:13:11.680817
15/3/2026,Sunday,BKK,arrival,20:45,5J943,Cebu Pacific,Duration: 3h 30m,18:15 - 20:45,"1336 miles, 2150 km",Airbus A320,178,,Meal (none specific),260315_5J943_18152045,text,True,2026-02-14T16:13:11.935578
15/3/2026,Sunday,BKK,arrival,20:45,PG184,Bangkok Airways,Duration: 1h 35m,19:10 - 20:45,"290 miles, 467 km",ATR 42 / ATR 72,70,AY 6920 /BA 2189 /BR 3946 /CI 9834 /EK 4465 /EY 7775 /HX 3898 /JL 5982 /KC 1184 /LY 8460 /PR 3771 /QR 4401 /TG 5993 /TK 4465,Meal (none specific),260315_PG184_19102045,text,True,2026-02-14T16:13:12.190182
15/3/2026,Sunday,BKK,arrival,20:50,PG936,Bangkok Airways,Duration: 1h 20m,19:30 - 20:50,"325 miles, 523 km",Airbus A319,133,AY 6880 /BA 2195 /EK 4567 /EY 7726 /GA 9585 /JL 5956 /KC 1936 /KL 3720 /LH 4631 /LX 4167 /LY 8466 /OS 8696 /QF 3439 /QR 4420 /TG 7026 /TK 4532,Meal (none specific),260315_PG936_19302050,text,True,2026-02-14T16:13:12.438702
15/3/2026,Sunday,BKK,arrival,20:50,PG908,Bangkok Airways,Duration: 1h 25m,19:25 - 20:50,"235 miles, 378 km",ATR 42 / ATR 72,70,AY 6938 /BA 2191 /EK 4597 /EY 7687 /JL 5962 /KL 3739 /LH 4633 /LY 8468 /OS 8692 /QR 4371 /TG 7065 /TK 4525,Meal (none specific),260315_PG908_19252050,text,True,2026-02-14T16:13:12.691633
15/3/2026,Sunday,BKK,arrival,20:50,TG472,Thai Airways,Duration: 9h 25m,15:25 - 20:50,"4695 miles, 7554 km",Airbus A350-900,327,LH 9727 /LY 8422 /OS 8640 /WY 5915,Meal (none specific),260315_TG472_15252050,text,True,2026-02-14T16:13:12.938625
15/3/2026,Sunday,BKK,arrival,20:55,9C7301,Spring Airlines,Duration: 4h 10m,17:45 - 20:55,"1498 miles, 2410 km",Airbus A320,180,,Meal (none specific),260315_9C7301_17452055,text,True,2026-02-14T16:13:13.191712
15/3/2026,Sunday,BKK,arrival,20:55,TG653,Thai Airways,Duration: 5h 55m,17:00 - 20:55,"2291 miles, 3686 km",Airbus A350-900,327,KU 6953 /LY 8284 /OZ 6763 /TK 8379,Meal (none specific),260315_TG653_17002055,text,True,2026-02-14T16:13:13.437035
15/3/2026,Sunday,BKK,arrival,20:55,TG665,Thai Airways,Duration: 4h 40m,17:15 - 20:55,"1809 miles, 2911 km",Airbus A350-900,327,PG 4842,Meal (none specific),260315_TG665_17152055,text,True,2026-02-14T16:13:13.713185
15/3/2026,Sunday,BKK,arrival,20:55,TG304,Thai Airways,Duration: 1h 25m,19:00 - 20:55,"381 miles, 613 km",Airbus A320,156,LH 9725 /OS 8618 /OZ 9420,Meal (none specific),260315_TG304_19002055,text,True,2026-02-14T16:13:13.970038
15/3/2026,Sunday,BKK,arrival,21:00,TG218,Thai Airways,Duration: 1h 35m,19:25 - 21:00,"420 miles, 676 km",Airbus A320,156,LY 8418 /TK 8396,Meal (none specific),260315_TG218_19252100,text,True,2026-02-14T16:13:14.210072
15/3/2026,Sunday,BKK,arrival,21:00,VN617,Vietnam Airlines,Duration: 2h 5m,18:55 - 21:00,"621 miles, 999 km",Airbus A321,184,K6 3617 /PG 4282 /KL 3085 /SK 8206,Meal (none specific),260315_VN617_18552100,text,True,2026-02-14T16:13:14.470051
15/3/2026,Sunday,BKK,arrival,21:05,6E1059,IndiGo,Duration: 4h 25m,15:10 - 21:05,"1894 miles, 3047 km",Airbus A321neo,232,,Meal (none specific),260315_6E1059_15102105,text,True,2026-02-14T16:13:14.721951
15/3/2026,Sunday,BKK,arrival,21:10,FD4353,Thai AirAsia,Duration: 1h 10m,20:00 - 21:10,"291 miles, 468 km",Airbus A320,180,,Meal (none specific),260315_FD4353_20002110,text,True,2026-02-14T16:13:15.014759
15/3/2026,Sunday,BKK,arrival,21:10,LJ1,Jin Air,Duration: 6h 0m,17:10 - 21:10,"2291 miles, 3686 km",Boeing 737-800 Passenger,188,,Meal (none specific),260315_LJ1_17102110,text,True,2026-02-14T16:13:15.277028
15/3/2026,Sunday,BKK,arrival,21:10,PG220,Bangkok Airways,Duration: 1h 25m,19:45 - 21:10,"373 miles, 600 km",Airbus A319,133,AY 6904 /BA 2175 /BR 3920 /CI 9850 /EK 4481 /EY 7710 /HX 3810 /JL 5990 /KC 1220 /KL 3732 /LH 4611 /LY 8474 /MH 4876 /OS 8680 /PR 3755 /QF 3479 /QR 4413,Meal (none specific),260315_PG220_19452110,text,True,2026-02-14T16:13:15.536619
15/3/2026,Sunday,BKK,arrival,21:10,PG172,Bangkok Airways,Duration: 1h 35m,19:35 - 21:10,"290 miles, 467 km",ATR 42 / ATR 72,70,BR 3992 /CI 9742 /EY 7744 /HX 3896 /KC 1172 /MH 4886 /PR 3778 /QR 4417 /TG 5933 /TK 4427,Meal (none specific),260315_PG172_19352110,text,True,2026-02-14T16:13:15.778583
15/3/2026,Sunday,BKK,arrival,21:10,VZ723,Vietjet Thailand,Duration: 1h 15m,19:55 - 21:10,"325 miles, 523 km",Airbus A320,180,,Meal (none specific),260315_VZ723_19552110,text,True,2026-02-14T16:13:16.025010
15/3/2026,Sunday,BKK,arrival,21:15,UB17,Myanmar National Airlines,Duration: 1h 25m,19:20 - 21:15,"381 miles, 613 km",Boeing 737-800 Passenger,167,,Meal (none specific),260315_UB17_19202115,text,True,2026-02-14T16:13:16.278978
15/3/2026,Sunday,BKK,arrival,21:20,BX727,Air Busan,Duration: 6h 30m,16:50 - 21:20,"2291 miles, 3686 km",Airbus A321,194,,Meal (none specific),260315_BX727_16502120,text,True,2026-02-14T16:13:16.524856
15/3/2026,Sunday,BKK,arrival,21:20,TG615,Thai Airways,Duration: 5h 15m,17:05 - 21:20,"2073 miles, 3335 km",Airbus A350-900,327,PG 4848,Meal (none specific),260315_TG615_17052120,text,True,2026-02-14T16:13:16.767040
15/3/2026,Sunday,BKK,arrival,21:25,PG278,Bangkok Airways,Duration: 1h 35m,19:50 - 21:25,"420 miles, 676 km",Airbus A320,162,AY 6870 /BA 2179 /BR 3996 /CI 9746 /EK 4525 /EY 7658 /HX 3834 /JL 5970 /KC 1278 /KL 3726 /LH 4615 /LY 8492 /MH 4868 /OS 8648 /PR 3727 /QR 4382 /TG 5630,Meal (none specific),260315_PG278_19502125,text,True,2026-02-14T16:13:17.018600
15/3/2026,Sunday,BKK,arrival,21:25,VZ135,Vietjet Thailand,Duration: 1h 25m,20:00 - 21:25,"439 miles, 706 km",Airbus A320,180,,Meal (none specific),260315_VZ135_20002125,text,True,2026-02-14T16:13:17.263046
15/3/2026,Sunday,BKK,arrival,21:25,YP601,Air Premia,Duration: 6h 10m,17:15 - 21:25,"2291 miles, 3686 km",Boeing 787-9,291,,Meal (none specific),260315_YP601_17152125,text,True,2026-02-14T16:13:17.522947
15/3/2026,Sunday,BKK,arrival,21:25,ZE511,Eastar Jet,Duration: 6h 20m,17:05 - 21:25,"2291 miles, 3686 km",Boeing 737-800 Passenger,167,,Meal (none specific),260315_ZE511_17052125,text,True,2026-02-14T16:13:17.764656
15/3/2026,Sunday,BKK,arrival,21:30,KE651,Korean Air,Duration: 6h 10m,17:20 - 21:30,"2291 miles, 3686 km",Boeing 787-9,273,DL 7852,Meal (none specific),260315_KE651_17202130,text,True,2026-02-14T16:13:18.009936
15/3/2026,Sunday,BKK,arrival,21:35,PG188,Bangkok Airways,Duration: 1h 15m,20:20 - 21:35,"290 miles, 467 km",Airbus A319,133,AY 6928 /BR 3944 /CI 9642 /EY 7631 /JL 5974 /KC 1188 /KL 3742 /LH 4643 /LY 8486 /OS 8656 /PR 3786 /QR 4334 /TG 5982 /TK 4431,Meal (none specific),260315_PG188_20202135,text,True,2026-02-14T16:13:18.256674
15/3/2026,Sunday,BKK,arrival,21:35,TG557,Thai Airways,Duration: 1h 25m,20:10 - 21:35,"447 miles, 719 km",Airbus A320,156,AC 7457 /LH 9707 /LY 8426 /OS 8620 /TK 8024,Meal (none specific),260315_TG557_20102135,text,True,2026-02-14T16:13:18.512198
15/3/2026,Sunday,BKK,arrival,21:40,TG575,Thai Airways,Duration: 1h 10m,20:30 - 21:40,"322 miles, 518 km",Airbus A321neo,176,LH 9735 /LY 8446 /OS 8624,Meal (none specific),260315_TG575_20302140,text,True,2026-02-14T16:13:18.757662
15/3/2026,Sunday,BKK,arrival,21:45,PG178,Bangkok Airways,Duration: 1h 15m,20:30 - 21:45,"290 miles, 467 km",Airbus A319,133,BR 3942 /CI 9848 /EY 7630 /JL 5980 /KC 1178 /KL 3744 /LH 4623 /OS 8652 /PR 3784 /QR 4332 /TG 5590,Meal (none specific),260315_PG178_20302145,text,True,2026-02-14T16:13:19.009803
15/3/2026,Sunday,BKK,arrival,21:45,TG250,Thai Airways,Duration: 1h 25m,20:20 - 21:45,"406 miles, 653 km",Airbus A320,156,BR 3418 /LH 9733 /LY 8424 /OS 8608 /OZ 9418 /TK 8398,Meal (none specific),260315_TG250_20202145,text,True,2026-02-14T16:13:19.274760
15/3/2026,Sunday,BKK,arrival,21:45,TG635,Thai Airways,Duration: 3h 55m,18:50 - 21:45,"1554 miles, 2500 km",Airbus A330-300,281,BR 2217 /LH 9729 /LY 8406,Meal (none specific),260315_TG635_18502145,text,True,2026-02-14T16:13:19.517484
15/3/2026,Sunday,BKK,arrival,21:50,DE2363,Condor,Duration: 2h 0m,20:50 - 21:50,"661 miles, 1064 km",Airbus A330-900neo,310,,Meal (none specific),260315_DE2363_20502150,text,True,2026-02-14T16:13:19.782164
15/3/2026,Sunday,BKK,arrival,21:50,NX992,Air Macau,Duration: 3h 0m,19:50 - 21:50,"1032 miles, 1660 km",Airbus A321,179,,Meal (none specific),260315_NX992_19502150,text,True,2026-02-14T16:13:20.033900
15/3/2026,Sunday,BKK,arrival,21:55,BX725,Air Busan,Duration: 5h 55m,18:00 - 21:55,"2310 miles, 3717 km",Airbus A321,194,OZ 9275,Meal (none specific),260315_BX725_18002155,text,True,2026-02-14T16:13:20.278595
15/3/2026,Sunday,BKK,arrival,21:55,FD4115,Thai AirAsia,Duration: 1h 30m,20:25 - 21:55,"420 miles, 676 km",Airbus A320,180,,Meal (none specific),260315_FD4115_20252155,text,True,2026-02-14T16:13:20.533070
15/3/2026,Sunday,BKK,arrival,22:00,OZ741,Asiana,Duration: 5h 55m,18:05 - 22:00,"2291 miles, 3686 km",Airbus A380-800 Passenger,495,OS 8052 /AC 6996 /TG 6727 /ET 1298,Meal (none specific),260315_OZ741_18052200,text,True,2026-02-14T16:13:20.788540
15/3/2026,Sunday,BKK,arrival,22:00,TG673,Thai Airways,Duration: 6h 35m,17:25 - 22:00,"2599 miles, 4182 km",Boeing 777-300ER,339,LY 8436 /NH 5959,Meal (none specific),260315_TG673_17252200,text,True,2026-02-14T16:13:21.041668
15/3/2026,Sunday,BKK,arrival,22:00,TG625,Thai Airways,Duration: 3h 15m,19:45 - 22:00,"1366 miles, 2198 km",Airbus A320,156,LH 9721 /OS 8632,Meal (none specific),260315_TG625_19452200,text,True,2026-02-14T16:13:21.298707
15/3/2026,Sunday,BKK,arrival,22:05,FD4409,Thai AirAsia,Duration: 1h 35m,20:30 - 22:05,"406 miles, 653 km",Airbus A320,180,,Meal (none specific),260315_FD4409_20302205,text,True,2026-02-14T16:13:21.546694
15/3/2026,Sunday,BKK,arrival,22:05,FD4504,Thai AirAsia,Duration: 1h 5m,21:00 - 22:05,"236 miles, 380 km",Airbus A320,180,,Meal (none specific),260315_FD4504_21002205,text,True,2026-02-14T16:13:21.810011
15/3/2026,Sunday,BKK,arrival,22:05,TG9,Thai Airways,Duration: 1h 10m,20:55 - 22:05,"291 miles, 468 km",Airbus A320,156,TK 8483,Meal (none specific),260315_TG9_20552205,text,True,2026-02-14T16:13:22.061257
15/3/2026,Sunday,BKK,arrival,22:10,TG47,Thai Airways,Duration: 1h 0m,21:10 - 22:10,"236 miles, 380 km",Airbus A320,156,TK 9265,Meal (none specific),260315_TG47_21102210,text,True,2026-02-14T16:13:22.318654
15/3/2026,Sunday,BKK,arrival,22:10,TG418,Thai Airways,Duration: 2h 5m,21:05 - 22:10,"762 miles, 1226 km",Boeing 787-9,293,KU 6938 /LH 9717 /MH 5862 /NH 5982 /OS 8634,Meal (none specific),260315_TG418_21052210,text,True,2026-02-14T16:13:22.617027
15/3/2026,Sunday,BKK,arrival,22:10,TR614,Scoot,Duration: 2h 45m,20:25 - 22:10,"884 miles, 1422 km",Airbus A320,180,SQ 8654,Meal (none specific),260315_TR614_20252210,text,True,2026-02-14T16:13:22.881855
15/3/2026,Sunday,BKK,arrival,22:10,VZ2107,Vietjet Thailand,Duration: 1h 20m,20:50 - 22:10,"373 miles, 600 km",Airbus A320,180,,Meal (none specific),260315_VZ2107_20502210,text,True,2026-02-14T16:13:23.131013
15/3/2026,Sunday,BKK,arrival,22:10,VZ2305,Vietjet Thailand,Duration: 1h 30m,20:40 - 22:10,"420 miles, 676 km",Airbus A320,180,,Meal (none specific),260315_VZ2305_20402210,text,True,2026-02-14T16:13:23.373700
15/3/2026,Sunday,BKK,arrival,22:10,VZ345,Vietjet Thailand,Duration: 1h 25m,20:45 - 22:10,"406 miles, 653 km",Airbus A320,180,,Meal (none specific),260315_VZ345_20452210,text,True,2026-02-14T16:13:23.617945
15/3/2026,Sunday,BKK,arrival,22:15,TG440,Thai Airways,Duration: 4h 15m,19:00 - 22:15,"1848 miles, 2973 km",Airbus A320,156,LH 9711 /OS 8596,Meal (none specific),260315_TG440_19002215,text,True,2026-02-14T16:13:23.877041
15/3/2026,Sunday,BKK,arrival,22:15,TG565,Thai Airways,Duration: 1h 50m,20:25 - 22:15,"621 miles, 999 km",Airbus A320,156,AC 7464 /LH 9719 /LY 8384 /OS 8600 /TK 8021,Meal (none specific),260315_TG565_20252215,text,True,2026-02-14T16:13:24.127857
15/3/2026,Sunday,BKK,arrival,22:15,TG268,Thai Airways,Duration: 1h 35m,20:40 - 22:15,"469 miles, 755 km",Airbus A320,156,LH 9739 /OS 8602 /TK 8479,Meal (none specific),260315_TG268_20402215,text,True,2026-02-14T16:13:24.379185
15/3/2026,Sunday,BKK,arrival,22:15,TG222,Thai Airways,Duration: 1h 35m,20:40 - 22:15,"420 miles, 676 km",Airbus A321neo,176,LH 9731 /OS 8606 /OZ 6767,Meal (none specific),260315_TG222_20402215,text,True,2026-02-14T16:13:24.637729
15/3/2026,Sunday,BKK,arrival,22:15,TG585,Thai Airways,Duration: 1h 20m,20:55 - 22:15,"325 miles, 523 km",Airbus A320,156,LH 9723,Meal (none specific),260315_TG585_20552215,text,True,2026-02-14T16:13:24.890910
15/3/2026,Sunday,BKK,arrival,22:15,ZG51,Zipair,Duration: 7h 15m,17:00 - 22:15,"2905 miles, 4674 km",Boeing 787-8,257,,Meal (none specific),260315_ZG51_17002215,text,True,2026-02-14T16:13:25.145792
15/3/2026,Sunday,BKK,arrival,22:20,8M372,MAI,Duration: 1h 20m,20:30 - 22:20,"381 miles, 613 km",Embraer 190,98,,Meal (none specific),260315_8M372_20302220,text,True,2026-02-14T16:13:25.392047
15/3/2026,Sunday,BKK,arrival,22:20,TG410,Thai Airways,Duration: 2h 20m,21:00 - 22:20,"884 miles, 1422 km",Boeing 777-300ER,339,AC 7419 /KU 6934 /OS 8610 /PG 4810,Meal (none specific),260315_TG410_21002220,text,True,2026-02-14T16:13:25.642813
15/3/2026,Sunday,BKK,arrival,22:25,FM853,Shanghai Airlines,Duration: 4h 25m,19:00 - 22:25,"1809 miles, 2911 km",Boeing 737 Mixed Configuration,76,MU 8613,Meal (none specific),260315_FM853_19002225,text,True,2026-02-14T16:13:25.894618
15/3/2026,Sunday,BKK,arrival,22:25,TG121,Thai Airways,Duration: 1h 20m,21:05 - 22:25,"373 miles, 600 km",Airbus A320,156,BR 3437 /LY 8410 /OS 8594 /OZ 6773 /TK 8390,Meal (none specific),260315_TG121_21052225,text,True,2026-02-14T16:13:26.143252
15/3/2026,Sunday,BKK,arrival,22:30,CZ361,China Southern,Duration: 3h 10m,20:20 - 22:30,"1066 miles, 1715 km",Boeing 737MAX 8 Passenger,175,3U 7039,Meal (none specific),260315_CZ361_20202230,text,True,2026-02-14T16:13:26.397932
15/3/2026,Sunday,BKK,arrival,22:30,TG677,Thai Airways,Duration: 7h 0m,17:30 - 22:30,"2905 miles, 4674 km",Boeing 777-300ER,339,AC 7412 /LY 8432 /NH 5951,Meal (none specific),260315_TG677_17302230,text,True,2026-02-14T16:13:26.658760
15/3/2026,Sunday,BKK,arrival,22:30,TG482,Thai Airways,Duration: 6h 55m,16:35 - 22:30,"3327 miles, 5353 km",Boeing 787-9,293,LY 8428 /OS 8616 /TK 8026 /WY 5901,Meal (none specific),260315_TG482_16352230,text,True,2026-02-14T16:13:26.924987
15/3/2026,Sunday,BKK,arrival,22:35,MU9621,China Eastern,Duration: 2h 30m,21:05 - 22:35,"806 miles, 1297 km",Boeing 737-200 Mixed Configuration,75,KQ 5267,Meal (none specific),260315_MU9621_21052235,text,True,2026-02-14T16:13:27.171994
15/3/2026,Sunday,BKK,arrival,22:35,TG436,Thai Airways,Duration: 3h 30m,19:05 - 22:35,"1434 miles, 2307 km",Airbus A350-900,327,OS 8592,Meal (none specific),260315_TG436_19052235,text,True,2026-02-14T16:13:27.420134
15/3/2026,Sunday,BKK,arrival,22:45,PG180,Bangkok Airways,Duration: 1h 35m,21:10 - 22:45,"290 miles, 467 km",ATR 42 / ATR 72,70,AY 6868 /BR 3900 /CI 9820 /EY 7752 /HX 3918 /KC 1180 /MH 4878 /QR 4343 /TG 5765 /TK 4464,Meal (none specific),260315_PG180_21102245,text,True,2026-02-14T16:13:27.666674
15/3/2026,Sunday,BKK,arrival,22:45,VZ569,Vietjet Thailand,Duration: 3h 55m,19:50 - 22:45,"1554 miles, 2500 km",Airbus A320,180,,Meal (none specific),260315_VZ569_19502245,text,True,2026-02-14T16:13:27.921019
15/3/2026,Sunday,BKK,arrival,22:55,NQ1,Air Japan,Duration: 7h 20m,17:35 - 22:55,"2905 miles, 4674 km",Boeing 787-8,324,,Meal (none specific),260315_NQ1_17352255,text,True,2026-02-14T16:13:28.164620
15/3/2026,Sunday,BKK,arrival,22:55,VZ309,Vietjet Thailand,Duration: 1h 35m,21:20 - 22:55,"420 miles, 676 km",Airbus A320,180,,Meal (none specific),260315_VZ309_21202255,text,True,2026-02-14T16:13:28.455715
15/3/2026,Sunday,BKK,arrival,23:00,PR732,PAL,Duration: 3h 50m,20:10 - 23:00,"1366 miles, 2198 km",Airbus A321,190,PG 4396,Meal (none specific),260315_PR732_20102300,text,True,2026-02-14T16:13:28.709597
15/3/2026,Sunday,BKK,arrival,23:05,HB295,Greater Bay Airlines,Duration: 3h 10m,20:55 - 23:05,"1055 miles, 1697 km",Boeing 737MAX 9 Passenger,147,,Meal (none specific),260315_HB295_20552305,text,True,2026-02-14T16:13:28.966566
15/3/2026,Sunday,BKK,arrival,23:10,MH796,Malaysia Airlines,Duration: 2h 10m,22:00 - 23:10,"762 miles, 1226 km",Boeing 737-800 (winglets) Passenger/BBJ2,166,AY 6722 /BA 8191 /PG 4513 /QR 4500 /TG 4714,Meal (none specific),260315_MH796_22002310,text,True,2026-02-14T16:13:29.221957
15/3/2026,Sunday,BKK,arrival,23:15,EK385,Emirates,Duration: 3h 15m,21:00 - 23:15,"1055 miles, 1697 km",Airbus A380-800 Passenger,510,,Meal (none specific),260315_EK385_21002315,text,True,2026-02-14T16:13:29.470296
