arrival_airport,date,arrival_time,flight,airline,duration,distance,aircraft,seats,codeshare,meals
DFW,2026-02-13,05:01,AA1005,American Airlines,3h 26m,"1469 miles, 2364 km",Airbus A321,190,BA 5598 /CX 7602 /CZ 1632 /QF 4393,Meal (none specific)
DFW,2026-02-13,05:05,AA1378,American Airlines,4h 30m,"1790 miles, 2880 km",Boeing 737-800 Passenger,172,,Meal (none specific)
DFW,2026-02-13,05:08,AA1122,American Airlines,6h 13m,"2457 miles, 3953 km",Boeing 737MAX 8 Passenger,172,,Meal (none specific)
DFW,2026-02-13,05:13,AA2135,American Airlines,3h 14m,"1239 miles, 1994 km",Boeing 737MAX 8 Passenger,172,AY 5684 /BA 5105 /CX 7603 /GF 6781 /TN 1186,Meal (none specific)
DFW,2026-02-13,05:20,AA3049,American Airlines,3h 40m,"1622 miles, 2610 km",Airbus A321,190,,Meal (none specific)
DFW,2026-02-13,05:37,AA230,American Airlines,7h 7m,"3739 miles, 6016 km",Boeing 787-8,234,QR 2290,Meal (none specific)
DFW,2026-02-13,05:38,AA2056,American Airlines,3h 3m,"1239 miles, 1994 km",Airbus A321,190,MH 9482 /TN 1321,Meal (none specific)
DFW,2026-02-13,05:47,F91650,Frontier,2h 48m,"1059 miles, 1704 km",Airbus A321,218,Y4 2216,Meal (none specific)
DFW,2026-02-13,05:51,AA3075,American Airlines,3h 54m,"1667 miles, 2682 km",Airbus A321,190,,Meal (none specific)
DFW,2026-02-13,06:00,AA3047,American Airlines,3h 30m,"1469 miles, 2364 km",Airbus A321,190,CZ 1602 /QF 4920,Meal (none specific)
DFW,2026-02-13,06:01,AA3907,American Airlines,0h 56m,"90 miles, 145 km",Embraer 175,73,AS 6122 /QR 9456,Meal (none specific)
DFW,2026-02-13,06:01,NK1673,Spirit,2h 56m,"1239 miles, 1994 km",Airbus A321neo,235,,Meal (none specific)
DFW,2026-02-13,06:08,AA5492,American Airlines,1h 7m,"140 miles, 225 km",Canadair (Bombardier) Regional Jet 900,76,QR 8613,Meal (none specific)
DFW,2026-02-13,06:09,AA296,American Airlines,7h 9m,"3725 miles, 5994 km",Boeing 777-200 / 200ER,273,,Meal (none specific)
DFW,2026-02-13,06:09,AA2149,American Airlines,1h 9m,"176 miles, 283 km",Boeing 737-800 Passenger,172,AS 6120 /JL 7283,Meal (none specific)
DFW,2026-02-13,06:12,AA2563,American Airlines,1h 12m,"191 miles, 307 km",Airbus A319,128,,Meal (none specific)
DFW,2026-02-13,06:13,AA6,American Airlines,7h 28m,"3799 miles, 6113 km",Boeing 777-200 / 200ER,273,AS 6251 /QF 3257,Meal (none specific)
DFW,2026-02-13,06:16,AA6384,American Airlines,1h 16m,"229 miles, 368 km",Canadair (Bombardier) Regional Jet 700 and Challenger 870,66,AS 6421 /QR 9379,Meal (none specific)
DFW,2026-02-13,06:18,AA2432,American Airlines,1h 18m,"225 miles, 362 km",Airbus A319,128,AS 6195,Meal (none specific)
DFW,2026-02-13,06:19,AA1090,American Airlines,1h 19m,"238 miles, 383 km",Airbus A319,128,AS 6250,Meal (none specific)
DFW,2026-02-13,06:20,AA6361,American Airlines,1h 20m,"310 miles, 499 km",Canadair (Bombardier) Regional Jet 700 and Challenger 870,66,,Meal (none specific)
DFW,2026-02-13,06:20,AA2616,American Airlines,1h 20m,"248 miles, 399 km",Airbus A320,150,AS 4327,Meal (none specific)
DFW,2026-02-13,06:25,AA940,American Airlines,10h 10m,"4915 miles, 7908 km",Boeing 777-200 / 200ER,273,,Meal (none specific)
DFW,2026-02-13,06:27,AA3714,American Airlines,1h 27m,"282 miles, 454 km",Embraer 175,73,,Meal (none specific)
DFW,2026-02-13,06:30,AA936,American Airlines,11h 0m,"5261 miles, 8465 km",Boeing 787-8,234,G3 6020,Meal (none specific)
DFW,2026-02-13,06:35,AA996,American Airlines,11h 10m,"5331 miles, 8578 km",Boeing 777-200 / 200ER,273,,Meal (none specific)
DFW,2026-02-13,06:35,AA5381,American Airlines,1h 35m,"399 miles, 642 km",Canadair (Bombardier) Regional Jet 900,76,AS 6260,Meal (none specific)
DFW,2026-02-13,06:40,AA962,American Airlines,10h 40m,"5150 miles, 8286 km",Boeing 787-9,262,G3 6014 /JL 7205,Meal (none specific)
DFW,2026-02-13,06:46,AA5225,American Airlines,1h 46m,"384 miles, 618 km",Canadair (Bombardier) Regional Jet 700 and Challenger 870,65,AS 6747,Meal (none specific)
DFW,2026-02-13,06:53,AA1209,American Airlines,3h 54m,"1667 miles, 2682 km",Airbus A321neo,183,,Meal (none specific)
DFW,2026-02-13,07:00,AA116,American Airlines,7h 0m,"3725 miles, 5994 km",Boeing 787-9,262,QR 9067,Meal (none specific)
DFW,2026-02-13,07:02,NK2225,Spirit,2h 32m,"733 miles, 1179 km",Airbus A321 (sharklets),228,,Meal (none specific)
DFW,2026-02-13,07:04,AA4229,American Airlines,0h 59m,"113 miles, 182 km",Embraer 170,67,AS 6721,Meal (none specific)
DFW,2026-02-13,07:06,AA102,American Airlines,7h 16m,"3799 miles, 6113 km",Boeing 787-8,234,AS 4676 /BA 4427 /QF 3279 /QR 9074,Meal (none specific)
DFW,2026-02-13,07:07,AA5463,American Airlines,2h 7m,"501 miles, 806 km",Canadair (Bombardier) Regional Jet 900,76,AS 6429 /IB 8156 /QR 8599,Meal (none specific)
DFW,2026-02-13,07:10,AA4263,American Airlines,1h 26m,"331 miles, 533 km",Embraer 175,73,AS 4489 /JL 7295 /QR 2398,Meal (none specific)
DFW,2026-02-13,07:13,AA4822,American Airlines,2h 4m,"565 miles, 909 km",Canadair (Bombardier) Regional Jet 900,75,QR 9428,Meal (none specific)
DFW,2026-02-13,07:15,AA2770,American Airlines,2h 44m,"733 miles, 1179 km",Boeing 737-800 Passenger,172,AS 6427,Meal (none specific)
DFW,2026-02-13,07:15,AA2272,American Airlines,1h 15m,"176 miles, 283 km",Airbus A319,128,AS 4188 /BA 5093 /JL 7269,Meal (none specific)
DFW,2026-02-13,07:15,AA6270,American Airlines,1h 10m,"93 miles, 150 km",Canadair (Bombardier) Regional Jet 700 and Challenger 870,66,AS 4141 /QR 9350,Meal (none specific)
DFW,2026-02-13,07:17,AA6266,American Airlines,1h 41m,"407 miles, 655 km",Canadair (Bombardier) Regional Jet 700 and Challenger 870,66,QR 9536,Meal (none specific)
DFW,2026-02-13,07:17,AA3997,American Airlines,1h 17m,"140 miles, 225 km",Embraer 170,67,AS 6059,Meal (none specific)
DFW,2026-02-13,07:19,AA3685,American Airlines,1h 19m,"314 miles, 505 km",Embraer 170,67,AS 6694 /BA 1777,Meal (none specific)
DFW,2026-02-13,07:19,AA3868,American Airlines,1h 19m,"165 miles, 265 km",Embraer 175,73,AS 6442 /QR 9649,Meal (none specific)
DFW,2026-02-13,07:19,AA1522,American Airlines,1h 51m,"472 miles, 759 km",Boeing 737-800 Passenger,172,AS 6394,Meal (none specific)
DFW,2026-02-13,07:19,AA3846,American Airlines,1h 19m,"181 miles, 291 km",Embraer 170,67,,Meal (none specific)
DFW,2026-02-13,07:20,AA2540,American Airlines,2h 10m,"587 miles, 944 km",Boeing 737-800 Passenger,172,AS 4191 /QR 8625,Meal (none specific)
DFW,2026-02-13,07:21,AA2261,American Airlines,2h 9m,"553 miles, 890 km",Airbus A320,150,AS 4497,Meal (none specific)
DFW,2026-02-13,07:22,AA1658,American Airlines,1h 22m,"191 miles, 307 km",Boeing 737-800 Passenger,172,AS 6635 /JL 7279,Meal (none specific)
DFW,2026-02-13,07:22,AA5520,American Airlines,2h 22m,"599 miles, 964 km",Canadair (Bombardier) Regional Jet 900,76,AS 4132 /IB 4155 /JL 7287,Meal (none specific)
DFW,2026-02-13,07:22,AA5360,American Airlines,1h 47m,"352 miles, 566 km",Canadair (Bombardier) Regional Jet 700 and Challenger 870,65,QR 9058,Meal (none specific)
DFW,2026-02-13,07:22,AA3481,American Airlines,1h 47m,"434 miles, 698 km",Embraer 175,73,QR 7941,Meal (none specific)
DFW,2026-02-13,07:23,AA2326,American Airlines,2h 18m,"628 miles, 1010 km",Airbus A319,128,AS 4133 /JL 7524 /QR 8587,Meal (none specific)
DFW,2026-02-13,07:23,AA2342,American Airlines,1h 23m,"248 miles, 399 km",Airbus A321,190,AS 4328 /BA 5563,Meal (none specific)
DFW,2026-02-13,07:23,AA5396,American Airlines,1h 23m,"226 miles, 364 km",Canadair (Bombardier) Regional Jet 700 and Challenger 870,65,,Meal (none specific)
DFW,2026-02-13,07:24,AA5145,American Airlines,2h 24m,"604 miles, 972 km",Canadair (Bombardier) Regional Jet 900,76,JL 7249,Meal (none specific)
DFW,2026-02-13,07:24,AA5293,American Airlines,1h 54m,"409 miles, 658 km",Canadair (Bombardier) Regional Jet 900,76,QR 8767,Meal (none specific)
DFW,2026-02-13,07:25,AA1286,American Airlines,2h 25m,"633 miles, 1018 km",Boeing 737-800 Passenger,172,AS 4292,Meal (none specific)
DFW,2026-02-13,07:25,AA1653,American Airlines,3h 10m,"939 miles, 1511 km",Airbus A321,190,AS 4530,Meal (none specific)
DFW,2026-02-13,07:25,AA3401,American Airlines,1h 25m,"310 miles, 499 km",Embraer 175,73,AS 4495 /BA 5640,Meal (none specific)
DFW,2026-02-13,07:25,AA6209,American Airlines,1h 25m,"190 miles, 306 km",Canadair (Bombardier) Regional Jet 700 and Challenger 870,66,BA 5036,Meal (none specific)
DFW,2026-02-13,07:25,AA1049,American Airlines,2h 45m,"774 miles, 1245 km",Boeing 737-800 Passenger,172,AS 4348 /JL 7645 /QR 8563,Meal (none specific)
DFW,2026-02-13,07:26,AA3724,American Airlines,1h 46m,"486 miles, 782 km",Embraer 175,73,AS 4549,Meal (none specific)
DFW,2026-02-13,07:28,AA1098,American Airlines,1h 58m,"462 miles, 743 km",Boeing 737-800 Passenger,172,AS 6322,Meal (none specific)
DFW,2026-02-13,07:28,AA3826,American Airlines,1h 28m,"238 miles, 383 km",Embraer 170,67,AS 6724 /BA 4317,Meal (none specific)
DFW,2026-02-13,07:29,AA5301,American Airlines,1h 29m,"248 miles, 399 km",Canadair (Bombardier) Regional Jet 900,76,AS 6779 /JL 7245,Meal (none specific)
DFW,2026-02-13,07:30,AA3170,American Airlines,3h 0m,"930 miles, 1496 km",Airbus A320,150,AS 6270 /JL 7257,Meal (none specific)
DFW,2026-02-13,07:30,AA3471,American Airlines,1h 23m,"228 miles, 367 km",Embraer 175,73,QR 9076,Meal (none specific)
DFW,2026-02-13,07:30,AA2090,American Airlines,2h 0m,"449 miles, 722 km",Boeing 737-800 Passenger,172,AS 4091 /JL 7265,Meal (none specific)
DFW,2026-02-13,07:31,AA2753,American Airlines,2h 26m,"689 miles, 1109 km",Airbus A319,128,QR 2667,Meal (none specific)
DFW,2026-02-13,07:31,AA2551,American Airlines,1h 31m,"225 miles, 362 km",Boeing 737-800 Passenger,172,AS 4682 /BA 1844 /JL 7251,Meal (none specific)
DFW,2026-02-13,07:32,AA3761,American Airlines,3h 2m,"871 miles, 1401 km",Embraer 175,73,QR 2368,Meal (none specific)
DFW,2026-02-13,07:33,AA1940,American Airlines,1h 55m,"433 miles, 697 km",Boeing 737-800 Passenger,172,AS 6340 /IB 8075 /JL 7263,Meal (none specific)
DFW,2026-02-13,07:34,AA6329,American Airlines,1h 34m,"271 miles, 436 km",Canadair (Bombardier) Regional Jet 700 and Challenger 870,66,,Meal (none specific)
DFW,2026-02-13,07:34,AA1834,American Airlines,3h 14m,"987 miles, 1588 km",Airbus A321,190,,Meal (none specific)
DFW,2026-02-13,07:34,AA1472,American Airlines,1h 34m,"282 miles, 454 km",Airbus A319,128,AS 4474 /BA 4667,Meal (none specific)
DFW,2026-02-13,07:35,AA3647,American Airlines,1h 5m,"158 miles, 254 km",Embraer 175,73,AS 6746,Meal (none specific)
DFW,2026-02-13,07:35,AA3978,American Airlines,1h 35m,"285 miles, 459 km",Embraer 175,73,QR 8198,Meal (none specific)
DFW,2026-02-13,07:35,AA2782,American Airlines,2h 46m,"764 miles, 1229 km",Boeing 737-800 Passenger,172,AS 4357,Meal (none specific)
DFW,2026-02-13,07:35,AA3964,American Airlines,1h 35m,"296 miles, 476 km",Embraer 170,67,IB 8071 /QR 7582,Meal (none specific)
DFW,2026-02-13,07:35,AA3641,American Airlines,1h 35m,"305 miles, 491 km",Embraer 175,73,AS 4702 /BA 4846,Meal (none specific)
DFW,2026-02-13,07:35,AA1226,American Airlines,3h 35m,"1126 miles, 1812 km",Airbus A321,190,AS 4176,Meal (none specific)
DFW,2026-02-13,07:35,AA4106,American Airlines,1h 35m,"293 miles, 471 km",Embraer 175,73,QR 8742,Meal (none specific)
DFW,2026-02-13,07:35,AA5088,American Airlines,2h 12m,"541 miles, 870 km",Canadair (Bombardier) Regional Jet 900,76,QR 9108,Meal (none specific)
DFW,2026-02-13,07:35,AA994,American Airlines,2h 35m,"806 miles, 1297 km",Airbus A321neo,183,EI 7126,Meal (none specific)
DFW,2026-02-13,07:35,JL12,JAL,11h 40m,"6485 miles, 10434 km",Boeing 777-300ER,244,AA 8478 /MH 9138,Meal (none specific)
DFW,2026-02-13,07:43,AA3818,American Airlines,1h 43m,"464 miles, 747 km",Embraer 170,67,IB 8070,Meal (none specific)
DFW,2026-02-13,07:44,AA1652,American Airlines,2h 44m,"735 miles, 1183 km",Boeing 737-800 Passenger,172,AS 4258 /BA 6729,Meal (none specific)
DFW,2026-02-13,07:45,AA3976,American Airlines,1h 45m,"366 miles, 589 km",Embraer 175,73,BA 1967,Meal (none specific)
DFW,2026-02-13,07:45,AA5063,American Airlines,2h 45m,"769 miles, 1237 km",Canadair (Bombardier) Regional Jet 900,76,QR 9254,Meal (none specific)
DFW,2026-02-13,07:48,AA1189,American Airlines,3h 11m,"932 miles, 1500 km",Boeing 737-800 Passenger,172,AS 6648 /JL 7375,Meal (none specific)
DFW,2026-02-13,07:52,AA1942,American Airlines,2h 51m,"815 miles, 1311 km",Boeing 737-800 Passenger,172,AS 4587 /JL 7389 /QR 7643,Meal (none specific)
DFW,2026-02-13,07:55,AA34,American Airlines,13h 35m,"7489 miles, 12050 km",Boeing 787-9,262,QF 4396,Meal (none specific)
DFW,2026-02-13,07:58,AA736,American Airlines,1h 58m,"570 miles, 917 km",Boeing 737-800 Passenger,172,BA 5795 /JL 7277,Meal (none specific)
DFW,2026-02-13,08:00,KE31,Korean Air,12h 40m,"6865 miles, 11046 km",Boeing 787-9,273,DL 7869,Meal (none specific)
DFW,2026-02-13,08:03,AA1663,American Airlines,4h 3m,"1307 miles, 2103 km",Airbus A321,190,JL 7407,Meal (none specific)
DFW,2026-02-13,08:04,AA1800,American Airlines,3h 3m,"865 miles, 1392 km",Boeing 737-800 Passenger,172,AS 6313 /JL 7207 /QR 8209,Meal (none specific)
DFW,2026-02-13,08:07,AA651,American Airlines,2h 7m,"644 miles, 1036 km",Airbus A321,190,,Meal (none specific)
DFW,2026-02-13,08:08,AA3938,American Airlines,3h 8m,"925 miles, 1488 km",Embraer 175,73,JL 7633 /QR 8660,Meal (none specific)
DFW,2026-02-13,08:10,AA1880,American Airlines,3h 8m,"921 miles, 1482 km",Boeing 737-800 Passenger,172,AS 4607 /JL 7255,Meal (none specific)
DFW,2026-02-13,08:11,AA6191,American Airlines,1h 11m,"129 miles, 208 km",Canadair (Bombardier) Regional Jet 700 and Challenger 870,66,,Meal (none specific)
DFW,2026-02-13,08:15,AA1266,American Airlines,1h 15m,"176 miles, 283 km",Airbus A321,190,AS 4260 /BA 4360 /JL 7271,Meal (none specific)
DFW,2026-02-13,08:16,AA1395,American Airlines,2h 43m,"857 miles, 1379 km",Airbus A321,190,AS 4185 /QR 9595,Meal (none specific)
DFW,2026-02-13,08:18,AA1108,American Airlines,3h 18m,"991 miles, 1595 km",Boeing 737-800 Passenger,172,JL 7345 /QR 2513,Meal (none specific)
DFW,2026-02-13,08:20,AA2262,American Airlines,2h 36m,"742 miles, 1194 km",Airbus A319,128,QR 8212,Meal (none specific)
DFW,2026-02-13,08:23,AA1282,American Airlines,1h 23m,"248 miles, 399 km",Airbus A321,190,AS 6148 /BA 2387 /JL 7275,Meal (none specific)
DFW,2026-02-13,08:25,AA2787,American Airlines,2h 25m,"633 miles, 1018 km",Boeing 737-800 Passenger,172,AS 4013 /JL 7299,Meal (none specific)
DFW,2026-02-13,08:25,AA8,American Airlines,14h 45m,"8354 miles, 13442 km",Boeing 787-9,262,QF 4927,Meal (none specific)
DFW,2026-02-13,08:28,F93832,Frontier,2h 23m,"870 miles, 1400 km",Airbus A320neo,186,Y4 2677,Meal (none specific)
DFW,2026-02-13,08:30,AA1431,American Airlines,1h 30m,"282 miles, 454 km",Airbus A319,128,BA 4860 /IB 8109,Meal (none specific)
DFW,2026-02-13,08:32,9X404,Southern,2h 32m,"322 miles, 518 km",Cessna (Light aircraft-single turboprop engine),9,,Meal (none specific)
DFW,2026-02-13,08:37,AA1712,American Airlines,3h 37m,"1124 miles, 1809 km",Airbus A321,190,BA 2467 /JL 7620,Meal (none specific)
DFW,2026-02-13,08:38,AA2607,American Airlines,3h 38m,"1126 miles, 1812 km",Boeing 737-800 Passenger,172,AS 6869 /JL 7393,Meal (none specific)
DFW,2026-02-13,08:39,AA2487,American Airlines,1h 59m,"462 miles, 743 km",Airbus A321,190,AS 4169 /BA 6973 /JL 7465,Meal (none specific)
DFW,2026-02-13,08:40,AA3736,American Airlines,2h 24m,"842 miles, 1355 km",Embraer 175,73,JL 7225,Meal (none specific)
DFW,2026-02-13,08:40,AA2896,American Airlines,2h 40m,"806 miles, 1297 km",Airbus A321,190,EI 7101,Meal (none specific)
DFW,2026-02-13,08:40,AA5235,American Airlines,2h 30m,"676 miles, 1088 km",Canadair (Bombardier) Regional Jet 900,76,,Meal (none specific)
DFW,2026-02-13,08:44,AA6186,American Airlines,1h 29m,"314 miles, 505 km",Canadair (Bombardier) Regional Jet 700 and Challenger 870,66,BA 1789,Meal (none specific)
DFW,2026-02-13,08:45,AA761,American Airlines,2h 45m,"788 miles, 1268 km",Airbus A319,128,JL 7469 /QR 8612,Meal (none specific)
DFW,2026-02-13,08:47,AA2617,American Airlines,3h 47m,"1176 miles, 1892 km",Boeing 737MAX 8 Passenger,172,AS 4144 /QR 2516,Meal (none specific)
DFW,2026-02-13,08:48,AA5256,American Airlines,2h 35m,"694 miles, 1117 km",Canadair (Bombardier) Regional Jet 900,76,QR 2828,Meal (none specific)
DFW,2026-02-13,08:49,AA1403,American Airlines,3h 49m,"1221 miles, 1965 km",Boeing 737-800 Passenger,172,,Meal (none specific)
DFW,2026-02-13,08:49,AA2274,American Airlines,3h 49m,"1216 miles, 1957 km",Airbus A320,150,AS 4769 /JL 7289 /QR 7639,Meal (none specific)
DFW,2026-02-13,08:49,AA3220,American Airlines,1h 31m,"238 miles, 383 km",Boeing 737-800 Passenger,172,AS 4193 /BA 1988 /JL 7508 /QR 2302,Meal (none specific)
DFW,2026-02-13,08:50,AA4168,American Airlines,1h 33m,"357 miles, 574 km",Embraer 175,73,BA 5219 /QR 8654,Meal (none specific)
DFW,2026-02-13,08:50,AA4816,American Airlines,2h 50m,"979 miles, 1575 km",Canadair (Bombardier) Regional Jet 900,75,,Meal (none specific)
DFW,2026-02-13,08:55,AA5238,American Airlines,2h 38m,"697 miles, 1121 km",Canadair (Bombardier) Regional Jet 900,76,,Meal (none specific)
DFW,2026-02-13,08:55,AA1716,American Airlines,3h 25m,"1002 miles, 1612 km",Boeing 737-800 Passenger,172,AS 4675 /JL 7445 /QR 2554,Meal (none specific)
DFW,2026-02-13,08:55,EK221,Emirates,16h 15m,"8072 miles, 12988 km",Boeing 777-300ER,355,,Meal (none specific)
DFW,2026-02-13,08:58,AA5249,American Airlines,2h 28m,"645 miles, 1038 km",Canadair (Bombardier) Regional Jet 900,76,JL 7221 /QR 2519,Meal (none specific)
DFW,2026-02-13,08:58,AA2448,American Airlines,1h 57m,"472 miles, 759 km",Airbus A319,128,BA 5345,Meal (none specific)
DFW,2026-02-13,08:58,AA4169,American Airlines,1h 40m,"436 miles, 702 km",Embraer 175,73,QR 9371,Meal (none specific)
DFW,2026-02-13,08:58,UA358,United,1h 32m,"225 miles, 362 km",Airbus A319,126,NZ 6520,Meal (none specific)
DFW,2026-02-13,08:59,AA1786,American Airlines,3h 19m,"987 miles, 1588 km",Airbus A321,190,JL 7297,Meal (none specific)
DFW,2026-02-13,08:59,DL839,Delta,2h 34m,"733 miles, 1179 km",Airbus A320,157,KE 7148 /LA 8951,Meal (none specific)
DFW,2026-02-13,09:00,AA3370,American Airlines,2h 40m,"693 miles, 1115 km",Embraer 175,73,QR 8784,Meal (none specific)
DFW,2026-02-13,09:00,AA1827,American Airlines,2h 0m,"433 miles, 697 km",Airbus A319,128,AS 4171 /BA 4964 /IB 8213 /JL 7261 /QR 9135,Meal (none specific)
DFW,2026-02-13,09:00,AA1768,American Airlines,2h 0m,"449 miles, 722 km",Airbus A320,150,AS 4727 /BA 5148 /JL 7267 /QR 8575,Meal (none specific)
DFW,2026-02-13,09:00,AA3624,American Airlines,1h 45m,"366 miles, 589 km",Embraer 175,73,AS 6578 /BA 4855,Meal (none specific)
DFW,2026-02-13,09:01,AA1567,American Airlines,2h 46m,"733 miles, 1179 km",Airbus A321,190,AS 6133 /JL 7281,Meal (none specific)
DFW,2026-02-13,09:01,AA3675,American Airlines,2h 56m,"984 miles, 1583 km",Embraer 175,73,QR 9616,Meal (none specific)
DFW,2026-02-13,09:01,AA5268,American Airlines,2h 29m,"624 miles, 1004 km",Canadair (Bombardier) Regional Jet 700 and Challenger 870,65,GF 6797 /QR 7758,Meal (none specific)
DFW,2026-02-13,09:02,AA2788,American Airlines,2h 2m,"595 miles, 957 km",Boeing 737-800 Passenger,172,BA 2461,Meal (none specific)
DFW,2026-02-13,09:02,AA1066,American Airlines,3h 2m,"943 miles, 1517 km",Boeing 737MAX 8 Passenger,172,JL 7233 /QR 9217,Meal (none specific)
DFW,2026-02-13,09:02,AA1538,American Airlines,2h 48m,"825 miles, 1327 km",Airbus A319,128,QR 2880,Meal (none specific)
DFW,2026-02-13,09:04,AA1499,American Airlines,3h 18m,"1025 miles, 1649 km",Boeing 737-800 Passenger,172,JL 7464,Meal (none specific)
DFW,2026-02-13,09:05,AA6190,American Airlines,2h 24m,"599 miles, 964 km",Canadair (Bombardier) Regional Jet 700 and Challenger 870,66,AS 6272 /BA 6985 /IB 8094 /JL 7291,Meal (none specific)
DFW,2026-02-13,09:05,AA1518,American Airlines,1h 52m,"554 miles, 891 km",Airbus A319,128,BA 4368 /JL 7239,Meal (none specific)
DFW,2026-02-13,09:05,AA1561,American Airlines,3h 5m,"936 miles, 1506 km",Airbus A320,150,QR 2422,Meal (none specific)
DFW,2026-02-13,09:05,AA3152,American Airlines,1h 33m,"225 miles, 362 km",Boeing 737MAX 8 Passenger,172,AS 6382 /BA 6563 /JL 7253,Meal (none specific)
DFW,2026-02-13,09:05,AA1795,American Airlines,3h 50m,"1236 miles, 1989 km",Boeing 737-800 Passenger,172,QR 9594,Meal (none specific)
DFW,2026-02-13,09:05,AA1845,American Airlines,3h 28m,"1072 miles, 1725 km",Boeing 737MAX 8 Passenger,172,AS 6875 /JL 7476 /QR 2676,Meal (none specific)
DFW,2026-02-13,09:06,AA3891,American Airlines,1h 6m,"158 miles, 254 km",Embraer 170,67,,Meal (none specific)
DFW,2026-02-13,09:06,AA5157,American Airlines,2h 59m,"865 miles, 1392 km",Canadair (Bombardier) Regional Jet 900,76,AS 4027 /JL 7655 /QR 8572,Meal (none specific)
DFW,2026-02-13,09:06,AA5464,American Airlines,2h 59m,"863 miles, 1389 km",Canadair (Bombardier) Regional Jet 700 and Challenger 870,65,QR 9253,Meal (none specific)
DFW,2026-02-13,09:09,AA5355,American Airlines,3h 6m,"876 miles, 1409 km",Canadair (Bombardier) Regional Jet 900,76,QR 2518,Meal (none specific)
DFW,2026-02-13,09:09,AA2729,American Airlines,4h 25m,"1476 miles, 2375 km",Boeing 737-800 Passenger,172,AS 6422 /QR 7965,Meal (none specific)
DFW,2026-02-13,09:09,AA3445,American Airlines,2h 38m,"840 miles, 1352 km",Embraer 175,73,QR 2417,Meal (none specific)
DFW,2026-02-13,09:10,AA2335,American Airlines,2h 1m,"570 miles, 917 km",Airbus A321,190,BA 1651 /JL 7231,Meal (none specific)
DFW,2026-02-13,09:11,AA2527,American Airlines,4h 41m,"1567 miles, 2521 km",Boeing 737-800 Passenger,172,JL 7203,Meal (none specific)
DFW,2026-02-13,09:11,AA2435,American Airlines,3h 11m,"928 miles, 1493 km",Boeing 737-800 Passenger,172,AS 4330 /QR 2205,Meal (none specific)
DFW,2026-02-13,09:11,AA1169,American Airlines,4h 1m,"1205 miles, 1939 km",Boeing 737-800 Passenger,172,AS 6204 /JL 7815 /PD 6001 /QR 8215,Meal (none specific)
DFW,2026-02-13,09:12,AA3285,American Airlines,2h 12m,"644 miles, 1036 km",Airbus A321,190,JL 7259,Meal (none specific)
DFW,2026-02-13,09:12,AA6302,American Airlines,2h 22m,"677 miles, 1089 km",Canadair (Bombardier) Regional Jet 700 and Challenger 870,66,,Meal (none specific)
DFW,2026-02-13,09:12,AA3183,American Airlines,1h 37m,"305 miles, 491 km",Airbus A319,128,AS 4485 /BA 1968 /JL 7447 /QR 9320,Meal (none specific)
DFW,2026-02-13,09:12,AA1410,American Airlines,2h 12m,"553 miles, 890 km",Boeing 737-800 Passenger,172,AS 4540 /BA 4752 /JL 7254 /QR 8581,Meal (none specific)
DFW,2026-02-13,09:14,9X436,Southern,2h 4m,"252 miles, 405 km",Cessna (Light aircraft-single turboprop engine),9,,Meal (none specific)
DFW,2026-02-13,09:15,AA3525,American Airlines,2h 5m,"492 miles, 792 km",Embraer 170,67,QR 8177,Meal (none specific)
